row_label_raw,row_label_full,Công trình > Công trình Thủy điện Bảo Lâm 1 > Công trình Thủy điện Bảo Lâm 3 > Công trình Thủy điện Bảo Lâm 3A > Công trình Thủy điện Bảo Lạc B,Thông báo > Thông báo số 892/TB-CT ngày 24/11/2016 > Thông báo số 849/TB-CT ngày 21/8/2017 > Thông báo số 798/TB-CT ngày 7/8/2017 > Thông báo số 1216/TB-CT ngày 10/12/2019 > Thông báo số 1150/TB-CT ngày 11/11/2019,Số tiền được trừ VND > 11.413.476.782 > 10.061.418.000 > 668.410.942 > 7.806.445.192 > 787.719.391,numeric__Thông báo > Thông báo số 892/TB-CT ngày 24/11/2016 > Thông báo số 849/TB-CT ngày 21/8/2017 > Thông báo số 798/TB-CT ngày 7/8/2017 > Thông báo số 1216/TB-CT ngày 10/12/2019 > Thông báo số 1150/TB-CT ngày 11/11/2019,numeric__Số tiền được trừ VND > 11.413.476.782 > 10.061.418.000 > 668.410.942 > 7.806.445.192 > 787.719.391
Công trình Thủy điện,Công trình Thủy điện,Công trình Thủy điện,,,,
Sông Nhiệm 4,Công trình Thủy điện > Sông Nhiệm 4,Sông Nhiệm 4,Quyết định số 373/QD-CT ngày 3/6/2020,549.384.183,,549384183.0
Sông Nhiệm 4,Công trình Thủy điện > Sông Nhiệm 4,Sông Nhiệm 4,Quyết định số 569/QD-CT ngày 3/8/2020,5.174.745.600,,5174745600.0
Công trình Thủy điện Trung Thu,Công trình Thủy điện > Công trình Thủy điện Trung Thu,Công trình Thủy điện Trung Thu,Thông báo số 1091/TB-STC ngày 30/6/2016,70.790.693.435,,70790693435.0
Công trình thủy điện Mông Ân,Công trình Thủy điện > Công trình thủy điện Mông Ân,Công trình thủy điện Mông Ân,Thông báo số 1217/TB-CT ngày 10/12/2019,21.334.749.436,,21334749436.0
