row_label_raw,row_label_full,col_0,01/01/2020 > Giá trị,01/01/2020 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ
Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,Thông tin chi tiết liên quan đến khoản vay ngắn hạn,,,,,,
,,,Loại tiền,Thời hạn,Mục đích vay,Hình thức đảm bảo,31/12/2020,01/01/2020,,,,,,
,,,,,,,VND,VND,,,,,,
Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,VND,Từ 6 đến 9 tháng,Bổ sung vốn,Tín chấp,74.633.300.000,98.878.400.000,,,,,74633300000.0,98878400000.0
Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Công ty Cổ phần Cơ khí Ô tô Hòa Bình,Công ty Cổ phần Cơ khí Ô tô Hòa Bình,VND,Từ 6 đến 9 tháng,Bổ sung vốn,Tín chấp,102.163.200.000,-,,,,,102163200000.0,
Công ty Cổ phần Đầu tư Tiến Bộ,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Công ty Cổ phần Đầu tư Tiến Bộ,Công ty Cổ phần Đầu tư Tiến Bộ,VND,Từ 6 đến 9 tháng,Bổ sung vốn,Tín chấp,104.700.000.000,105.700.000.000,,,,,104700000000.0,105700000000.0
Công ty Cổ phần Điện gió Liên Lập,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Công ty Cổ phần Điện gió Liên Lập,Công ty Cổ phần Điện gió Liên Lập,VND,,Bổ sung vốn,Tín chấp,-,44.700.000.000,,,,,,44700000000.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội,VND,6 tháng,Bổ sung vốn,Tín chấp,284.898.162.564,143.654.922.142,,,,,284898162564.0,143654922142.0
Ngân hàng TMCP Ngoại Thương - Sở giao dịch,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng TMCP Ngoại Thương - Sở giao dịch,Ngân hàng TMCP Ngoại Thương - Sở giao dịch,VND,6 tháng,Bổ sung vốn,Tín chấp,111.980.932.358,8.671.913.721,,,,,111980932358.0,8671913721.0
Ngân hàng BNP Paribas Hà Nội,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng BNP Paribas Hà Nội,Ngân hàng BNP Paribas Hà Nội,VND,6 tháng,Bổ sung vốn,Tín chấp,257.303.208.754,-,,,,,257303208754.0,
Ngân hàng Shinhan - Chi nhánh Hà Nội,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng Shinhan - Chi nhánh Hà Nội,Ngân hàng Shinhan - Chi nhánh Hà Nội,VND,6 tháng,Bổ sung vốn,Tín chấp,38.508.422.409,110.200.000.000,,,,,38508422409.0,110200000000.0
Ngân hàng Ngân hàng Thương mại Cổ phần Công thương Chi nhánh Thành An,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Ngân hàng Ngân hàng Thương mại Cổ phần Công thương Chi nhánh Thành An,Ngân hàng Ngân hàng Thương mại Cổ phần Công thương Chi nhánh Thành An,VND,6 tháng,Bổ sung vốn,Tín chấp,446.889.049.045,335.437.323.899,,,,,446889049045.0,335437323899.0
Đối tượng khác,Thông tin chi tiết liên quan đến khoản vay ngắn hạn > Đối tượng khác,Đối tượng khác,VND,9 tháng,Bổ sung vốn,Tín chấp,24.261.240.000,1.680.000.000,,,,,24261240000.0,1680000000.0
,,,,,,,1.445.337.515.130,848.922.559.762,,,,,1445337515130.0,848922559762.0
