row_label_raw,row_label_full,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích/Tỷ lệ biểu quyết,Tỷ lệ cam kết góp,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích/Tỷ lệ biểu quyết,numeric__Tỷ lệ cam kết góp,numeric__Hoạt động kinh doanh chính
- Công ty TNHH MTV Xây lắp diện 1 - Đại Mỗ,- Công ty TNHH MTV Xây lắp diện 1 - Đại Mỗ,- Công ty TNHH MTV Xây lắp diện 1 - Đại Mỗ,Hà Nội,100%,100%,Xây lắp điện,,1.0,1.0,
- Công ty TNHH MTV Xây lắp diện I - Miền Nam,- Công ty TNHH MTV Xây lắp diện I - Miền Nam,- Công ty TNHH MTV Xây lắp diện I - Miền Nam,Hồ Chí Minh,100%,100%,Xây lắp điện,,1.0,1.0,
- Công ty TNHH MTV Xây lắp diện 1 - Miền Bắc,- Công ty TNHH MTV Xây lắp diện 1 - Miền Bắc,- Công ty TNHH MTV Xây lắp diện 1 - Miền Bắc,Hà Nội,100%,100%,Xây lắp điện,,1.0,1.0,
- Công ty TNHH MTV Xây lắp diện 1 - Mỹ Đình,- Công ty TNHH MTV Xây lắp diện 1 - Mỹ Đình,- Công ty TNHH MTV Xây lắp diện 1 - Mỹ Đình,Hà Nội,100%,100%,Xây lắp điện,,1.0,1.0,
- Công ty TNHH MTV Xây lắp diện 1 - Từ Liêm,- Công ty TNHH MTV Xây lắp diện 1 - Từ Liêm,- Công ty TNHH MTV Xây lắp diện 1 - Từ Liêm,Hà Nội,100%,100%,Xây lắp điện,,1.0,1.0,
- Công ty TNHH MTV Xây lắp diện 1 - Hà Đông,- Công ty TNHH MTV Xây lắp diện 1 - Hà Đông,- Công ty TNHH MTV Xây lắp diện 1 - Hà Đông,Hà Nội,100%,100%,Xây lắp điện,,1.0,1.0,
- Công ty TNHH MTV Xây lắp diện 1 - Nàng Hương,- Công ty TNHH MTV Xây lắp diện 1 - Nàng Hương,- Công ty TNHH MTV Xây lắp diện 1 - Nàng Hương,Hà Nội,100%,100%,Dịch vụ,,1.0,1.0,
- Công ty TNHH MTV Xây lắp diện 1 - Hoàng Mai,- Công ty TNHH MTV Xây lắp diện 1 - Hoàng Mai,- Công ty TNHH MTV Xây lắp diện 1 - Hoàng Mai,Hà Nội,100%,100%,Xây lắp điện,,1.0,1.0,
- Công ty TNHH MTV Xây lắp diện 1 - Ninh Bình,- Công ty TNHH MTV Xây lắp diện 1 - Ninh Bình,- Công ty TNHH MTV Xây lắp diện 1 - Ninh Bình,Ninh Bình,100%,100%,Xây lắp điện,,1.0,1.0,
- Công ty TNHH Chế tạo Cột thép Đông Anh,- Công ty TNHH Chế tạo Cột thép Đông Anh,- Công ty TNHH Chế tạo Cột thép Đông Anh,Hà Nội,90%,90%,"Sản xuất các loại cột thép mạ kẽm, kết cấu thép, phụ tùng phụ kiện có liên quan, dịch vụ về mạ; mua bán thép, kẽm, vật tư phục vụ sản xuất, chế tạo kết cấu thép; mua bán vật tư, thiết bị kỹ thuật điện.",,0.9,0.9,
- Công ty Cổ phần Thủy điện Trung Thu,- Công ty Cổ phần Thủy điện Trung Thu,- Công ty Cổ phần Thủy điện Trung Thu,Điện Biên,60%,60%,Đầu tư xây dựng các nhà máy thủy điện vừa và nhỏ; Sản xuất và kinh doanh điện năng.,,0.6,0.6,
- Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,- Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,- Công ty Cổ phần Đầu tư Địa ốc Mỹ Đình,Hà Nội,"99,39%","99,39%","Đầu tư, kinh doanh bất động sản",,0.9939,0.9939,
