row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2020 > VND,01/01/2020 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 > VND
300,300,300,C. NỘ PHẢI TRẢ,,4.904.449.147.257,2.887.269.452.800,,,4904449147257.0,2887269452800.0
310,310,310,I. Nợ ngắn hạn,,3.570.297.100.326,1.794.097.019.204,,,3570297100326.0,1794097019204.0
311,311,311,1. Phải trả người bán ngắn hạn,16,878.613.437.738,611.574.701.983,,16.0,878613437738.0,611574701983.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,796.080.005.805,68.705.266.471,,17.0,796080005805.0,68705266471.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,82.054.756.126,20.983.652.156,,18.0,82054756126.0,20983652156.0
314,314,314,4. Phải trả người lao động,,26.432.319.306,14.875.308.117,,,26432319306.0,14875308117.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,121.724.579.196,84.437.085.641,,19.0,121724579196.0,84437085641.0
317,317,317,6. Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,,62.428.741.804,-,,,62428741804.0,
318,318,318,7. Doanh thu chưa thực hiện ngắn hạn,,444.354.668,524.871.456,,,444354668.0,524871456.0
319,319,319,8. Phải trả ngắn hạn khác,21,16.626.049.981,16.024.641.825,,21.0,16626049981.0,16024641825.0
320,320,320,9. Vay và nợ thuê tài chính ngắn hạn,15,1.498.737.515.130,902.322.559.762,,15.0,1498737515130.0,902322559762.0
321,321,321,10. Dự phòng phải trả ngắn hạn,22,814.983.200,-,,22.0,814983200.0,
322,322,322,11. Quỹ khen thưởng phúc lợi,,86.340.357.372,74.648.931.793,,,86340357372.0,74648931793.0
330,330,330,II. Nợ dài hạn,,1.334.152.046.931,1.093.172.433.596,,,1334152046931.0,1093172433596.0
337,337,337,1. Phải trả dài hạn khác,21,1.553.741.266,1.453.347.330,,21.0,1553741266.0,1453347330.0
338,338,338,2. Vay và nợ thuê tài chính dài hạn,15,1.323.164.298.868,1.084.457.407.553,,15.0,1323164298868.0,1084457407553.0
342,342,342,3. Dự phòng phải trả dài hạn,22,9.434.006.797,7.261.678.713,,22.0,9434006797.0,7261678713.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.935.133.014.515,3.266.372.474.935,,,3935133014515.0,3266372474935.0
410,410,410,I. Vốn chủ sở hữu,23,3.935.133.014.515,3.266.372.474.935,,23.0,3935133014515.0,3266372474935.0
411,411,411,1. Vốn góp của chủ sở hữu,,1.911.881.590.000,1.593.242.660.000,,,1911881590000.0,1593242660000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.911.881.590.000,1.593.242.660.000,,,1911881590000.0,1593242660000.0
412,412,412,2. Thặng dư vốn cổ phần,,711.136.556.786,711.136.556.786,,,711136556786.0,711136556786.0
415,415,415,3. Cổ phiếu quỹ,,(4.320.000),(4.320.000),,,-4320000.0,-4320000.0
418,418,418,4. Quỹ đầu tư phát triển,,150.234.491.671,114.455.330.655,,,150234491671.0,114455330655.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,64.632.444.542,46.742.864.034,,,64632444542.0,46742864034.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,1.097.252.251.516,800.799.383.460,,,1097252251516.0,800799383460.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,392.444.282.732,301.592.257.981,,,392444282732.0,301592257981.0
421b,421b,421b,- LNST chưa phân phối năm nay,,704.807.968.784,499.207.125.479,,,704807968784.0,499207125479.0
