row_label_raw,row_label_full,"+, Mua cổ phần","+, Mua cổ phần_1","+, Mua cổ phần_2","+, Mua cổ phần_3","numeric__+, Mua cổ phần_1","numeric__+, Mua cổ phần_2","numeric__+, Mua cổ phần_3"
-,-,-,Về số lượng:,4.832.500,cổ phần,,4832500.0,
-,-,-,Về giá trị:,230.742.210.000,VND,,230742210000.0,
"+, Góp vốn bằng tiền theo cam kết góp vốn","+, Góp vốn bằng tiền theo cam kết góp vốn","+, Góp vốn bằng tiền theo cam kết góp vốn","+, Góp vốn bằng tiền theo cam kết góp vốn","+, Góp vốn bằng tiền theo cam kết góp vốn","+, Góp vốn bằng tiền theo cam kết góp vốn",,,
-,"+, Góp vốn bằng tiền theo cam kết góp vốn > -",-,Về số lượng:,16.816.510,cổ phần,,16816510.0,
-,"+, Góp vốn bằng tiền theo cam kết góp vốn > -",-,Về giá trị:,168.165.100.000,VND,,168165100000.0,
"+, Chuyển nhượng một phần vốn góp","+, Chuyển nhượng một phần vốn góp","+, Chuyển nhượng một phần vốn góp","+, Chuyển nhượng một phần vốn góp","+, Chuyển nhượng một phần vốn góp","+, Chuyển nhượng một phần vốn góp",,,
-,"+, Chuyển nhượng một phần vốn góp > -",-,Về số lượng:,2.220.900,cổ phần,,2220900.0,
-,"+, Chuyển nhượng một phần vốn góp > -",-,Về giá trị:,106.043.533.200,VND,,106043533200.0,
