row_label_raw,row_label_full,col_0,31/12/2020 > Giá trịVND,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trịVND,01/01/2020 > Dự phòngVND,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Dự phòngVND
- Vestas Asia Pacific A/S (*),- Vestas Asia Pacific A/S (*),- Vestas Asia Pacific A/S (*),442.064.452.457,-,-,-,442064452457.0,,,
- Vestas Wind Technology Việt Nam LCC (*),- Vestas Wind Technology Việt Nam LCC (*),- Vestas Wind Technology Việt Nam LCC (*),139.640.072.625,-,-,-,139640072625.0,,,
- Công ty TNHH Thương mại Vận tải Hoàng Ngọc,- Công ty TNHH Thương mại Vận tải Hoàng Ngọc,- Công ty TNHH Thương mại Vận tải Hoàng Ngọc,34.550.000.000,-,-,-,34550000000.0,,,
- Công ty CP Xây dựng và Đầu tư Năng lượng Thái Bình Dương,- Công ty CP Xây dựng và Đầu tư Năng lượng Thái Bình Dương,- Công ty CP Xây dựng và Đầu tư Năng lượng Thái Bình Dương,33.606.729.397,-,-,-,33606729397.0,,,
- Công ty TNHH MTV Xây lắp Điện 1 Hoàng Mai,- Công ty TNHH MTV Xây lắp Điện 1 Hoàng Mai,- Công ty TNHH MTV Xây lắp Điện 1 Hoàng Mai,24.380.559.718,-,-,-,24380559718.0,,,
- Công ty TNHH Chế tạo Cột thép Đông Anh,- Công ty TNHH Chế tạo Cột thép Đông Anh,- Công ty TNHH Chế tạo Cột thép Đông Anh,-,-,181.522.347.220,-,,,181522347220.0,
- PT CG Power Systems Indonesia,- PT CG Power Systems Indonesia,- PT CG Power Systems Indonesia,-,-,10.032.118.688,-,,,10032118688.0,
- Công ty CP Gia Lộc Phát,- Công ty CP Gia Lộc Phát,- Công ty CP Gia Lộc Phát,-,-,52.772.229.629,-,,,52772229629.0,
- Các khoản trả trước cho người bán khác,- Các khoản trả trước cho người bán khác,- Các khoản trả trước cho người bán khác,454.886.863.226,-,332.452.944.599,-,454886863226.0,,332452944599.0,
,,,1.129.128.677.423,-,576.779.640.136,-,1129128677423.0,,576779640136.0,
