row_label_raw,row_label_full,Vay dài hạn,Vay dài hạn_1,Vay dài hạn_2,Vay dài hạn_3,Vay dài hạn_4,Vay dài hạn_5,numeric__Vay dài hạn_1,numeric__Vay dài hạn_2,numeric__Vay dài hạn_3,numeric__Vay dài hạn_4,numeric__Vay dài hạn_5
,,,Loại tiền,Lãi suất năm %,Năm đáo hạn,31/12/2021 VND,1/1/2021 VND,,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội (i),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội (i),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội (i),USD,"2,8%",2025,20.949.598.314,67.997.462.558,,0.027999999999999997,2025.0,20949598314.0,67997462558.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội (i),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội (i),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Hà Nội (i),VND,"8,1%",2025,-,42.716.960.190,,0.081,2025.0,,42716960190.0
Ngân hàng Phát triển Châu Á (ii),Ngân hàng Phát triển Châu Á (ii),Ngân hàng Phát triển Châu Á (ii),USD,Thả nổi,2020-2039,1.546.192.755.805,1.596.819.840.335,,,,1546192755805.0,1596819840335.0
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hồ Chí Minh (iii),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hồ Chí Minh (iii),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hồ Chí Minh (iii),VND,"8,0%",2027,-,2.125.000.000,,0.08,2027.0,,2125000000.0
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hồ Chí Minh (iii),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hồ Chí Minh (iii),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hồ Chí Minh (iii),USD,"2,8%",2027,63.350.880.000,103.399.610.000,,0.027999999999999997,2027.0,63350880000.0,103399610000.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Tân Bình (iv),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Tân Bình (iv),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Tân Bình (iv),USD,"2,8%",2028,85.766.403.466,118.447.519.141,,0.027999999999999997,2028.0,85766403466.0,118447519141.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Tân Bình (iv),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Tân Bình (iv),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Tân Bình (iv),VND,"8,5%",2028,-,13.006.426.357,,0.085,2028.0,,13006426357.0
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai (v),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai (v),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai (v),VND,"8,2%",2025,-,3.557.371.071,,0.08199999999999999,2025.0,,3557371071.0
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai (v),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai (v),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hoàng Mai (v),USD,"2,7%",2025,16.949.385.840,25.745.435.000,,0.027000000000000003,2025.0,16949385840.0,25745435000.0
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hoàn Kiểm (vi),Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hoàn Kiểm (vi),Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hoàn Kiểm (vi),VND,"7,6%",2024,21.892.752.842,30.649.832.842,,0.076,2024.0,21892752842.0,30649832842.0
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hoàn Kiểm (vi),Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hoàn Kiểm (vi),Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hoàn Kiểm (vi),USD,"2,7%",2024,39.497.233.800,50.916.182.675,,0.027000000000000003,2024.0,39497233800.0,50916182675.0
,,,,,,1.794.599.010.067,2.055.381.640.169,,,,1794599010067.0,2055381640169.0
,,,,,,(97.625.149.694),(137.985.579.319),,,,-97625149694.0,-137985579319.0
Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 21(a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 21(a)),Khoản đến hạn trả trong vòng 12 tháng (Thuyết minh 21(a)),,,,,,,,,,
,,,,,,1.696.973.860.373,1.917.396.060.850,,,,1696973860373.0,1917396060850.0
