row_label_raw,row_label_full,col_0,31/12/2021VND,1/1/2021VND,numeric__31/12/2021VND,numeric__1/1/2021VND
Các bên liên quan,Các bên liên quan,Các bên liên quan,Các bên liên quan,Các bên liên quan,,
"Công ty TNHH MTV Đệt kim Đông Phương– Phải trả quỹ khen thưởng, phúc lợi","Các bên liên quan > Công ty TNHH MTV Đệt kim Đông Phương– Phải trả quỹ khen thưởng, phúc lợi","Công ty TNHH MTV Đệt kim Đông Phương– Phải trả quỹ khen thưởng, phúc lợi",-,1.693.254.921,,1693254921.0
"Công ty TNHH Một Thành Viên Đệt kim Đông xuân– Phải trả quỹ khen thưởng, phúc lợi","Các bên liên quan > Công ty TNHH Một Thành Viên Đệt kim Đông xuân– Phải trả quỹ khen thưởng, phúc lợi","Công ty TNHH Một Thành Viên Đệt kim Đông xuân– Phải trả quỹ khen thưởng, phúc lợi",-,3.055.465.397,,3055465397.0
Công ty TNHH Một Thành Viên Đệt 8/3 – Phải trả khác,Các bên liên quan > Công ty TNHH Một Thành Viên Đệt 8/3 – Phải trả khác,Công ty TNHH Một Thành Viên Đệt 8/3 – Phải trả khác,-,522.970.203,,522970203.0
Công ty TNHH MTV Đệt kim Đông Phương– Quyết toán vốn đầu tư theo Quyết toán cổ phần hóa,Các bên liên quan > Công ty TNHH MTV Đệt kim Đông Phương– Quyết toán vốn đầu tư theo Quyết toán cổ phần hóa,Công ty TNHH MTV Đệt kim Đông Phương– Quyết toán vốn đầu tư theo Quyết toán cổ phần hóa,-,5.375.748.524,,5375748524.0
Công ty TNHH MTV Đệt kim Đông Phương– Quyết toán chỉ phí cổ phần hóa,Các bên liên quan > Công ty TNHH MTV Đệt kim Đông Phương– Quyết toán chỉ phí cổ phần hóa,Công ty TNHH MTV Đệt kim Đông Phương– Quyết toán chỉ phí cổ phần hóa,-,1.300.091.928,,1300091928.0
Các bên khác,Các bên khác,Các bên khác,Các bên khác,Các bên khác,,
Phải trả cho các trường đào tạo (i),Các bên khác > Phải trả cho các trường đào tạo (i),Phải trả cho các trường đào tạo (i),7.562.091.012,7.562.091.012,7562091012.0,7562091012.0
Quỹ từ thiện,Các bên khác > Quỹ từ thiện,Quỹ từ thiện,3.145.248.287,3.145.248.287,3145248287.0,3145248287.0
Lãi vay phải trả,Các bên khác > Lãi vay phải trả,Lãi vay phải trả,1.939.235.241,2.274.676.464,1939235241.0,2274676464.0
"Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế vàbảo hiểm thất nghiệp","Các bên khác > Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế vàbảo hiểm thất nghiệp","Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế vàbảo hiểm thất nghiệp",1.057.441.227,628.151.837,1057441227.0,628151837.0
Cổ tức phải trả,Các bên khác > Cổ tức phải trả,Cổ tức phải trả,345.104.125,359.913.125,345104125.0,359913125.0
Các khoản phải trả khác,Các bên khác > Các khoản phải trả khác,Các khoản phải trả khác,7.925.885.023,7.499.119.656,7925885023.0,7499119656.0
,,,21.975.004.915,33.416.731.354,21975004915.0,33416731354.0
