row_label_raw,row_label_full,col_0,Đã phát hành và đang lưu hành,Đã phát hành và đang lưu hành_1,Đã phát hành và đang lưu hành_2,Đã phát hành và đang lưu hành_3,Đã phát hành và đang lưu hành_4,Đã phát hành và đang lưu hành_5,numeric__Đã phát hành và đang lưu hành,numeric__Đã phát hành và đang lưu hành_1,numeric__Đã phát hành và đang lưu hành_2,numeric__Đã phát hành và đang lưu hành_3,numeric__Đã phát hành và đang lưu hành_4,numeric__Đã phát hành và đang lưu hành_5
,,,Số cổ phiếu,31/12/2021 VND,%,Số cổ phiếu,1/1/2021 VND,%,,,,,,
Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước – Công ty TNHH,Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước – Công ty TNHH,Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước – Công ty TNHH,267.438.100,2.674.381.000.000,"53,49%",267.438.100,2.674.381.000.000,"53,49%",267438100.0,2674381000000.0,0.5349,267438100.0,2674381000000.0,0.5349
ITOCHU Corporation,ITOCHU Corporation,ITOCHU Corporation,65.000.000,650.000.000.000,"13,00%",65.000.000,650.000.000.000,"13,00%",65000000.0,650000000000.0,0.13,65000000.0,650000000000.0,0.13
Tập đoàn Vingroup – CTCP,Tập đoàn Vingroup – CTCP,Tập đoàn Vingroup – CTCP,25.000.000,250.000.000.000,"5,00%",50.000.000,500.000.000.000,"10,00%",25000000.0,250000000000.0,0.05,50000000.0,500000000000.0,0.1
Ông Bùi Mạnh Hưng,Ông Bùi Mạnh Hưng,Ông Bùi Mạnh Hưng,-,-,-,30.000.000,300.000.000.000,"6,00%",,,,30000000.0,300000000000.0,0.06
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,142.561.900,1.425.619.000.000,"28,51%",87.561.900,875.619.000.000,"17,51%",142561900.0,1425619000000.0,0.2851,87561900.0,875619000000.0,0.1751
,,,500.000.000,5.000.000.000.000,100%,500.000.000,5.000.000.000.000,100%,500000000.0,5000000000000.0,1.0,500000000.0,5000000000000.0,1.0
