row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2021 VND,2020 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2021 VND,numeric__2020 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,28,1.297.471.893.056,1.142.054.378.825,1.0,28.0,1297471893056.0,1142054378825.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,28,-,114.183.266,2.0,28.0,,114183266.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,28,1.297.471.893.056,1.141.940.195.559,10.0,28.0,1297471893056.0,1141940195559.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,29,1.130.756.584.088,1.053.034.108.508,11.0,29.0,1130756584088.0,1053034108508.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,166.715.308.968,88.906.087.051,20.0,,166715308968.0,88906087051.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,30,326.544.553.353,297.342.148.968,21.0,30.0,326544553353.0,297342148968.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,31,30.676.035.494,82.057.733.103,22.0,31.0,30676035494.0,82057733103.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,35.029.480.087,59.319.608.732,23.0,,35029480087.0,59319608732.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,32,41.281.838.582,58.751.389.637,25.0,32.0,41281838582.0,58751389637.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,33,112.544.500.091,104.115.125.676,26.0,33.0,112544500091.0,104115125676.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,308.757.488.154,141.323.987.603,30.0,,308757488154.0,141323987603.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,5.138.041.909,6.492.205.612,31.0,,5138041909.0,6492205612.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,2.956.830.308,1.614.040.818,32.0,,2956830308.0,1614040818.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,2.181.211.601,4.878.164.794,40.0,,2181211601.0,4878164794.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,310.938.699.755,146.202.152.397,50.0,,310938699755.0,146202152397.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,35,463.409.830,-,51.0,35.0,463409830.0,
Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),Lợi nhuận sau thuế TNDN (60 = 50 - 51),60,,310.475.289.925,146.202.152.397,60.0,,310475289925.0,146202152397.0
