row_label_raw,row_label_full,col_0,Giá gốc và số có khả năng trả nợ,Giá gốc và số có khả năng trả nợ_1,numeric__Giá gốc và số có khả năng trả nợ,numeric__Giá gốc và số có khả năng trả nợ_1
,,,31/12/2021VND,1/1/2021VND,,
Phải trả người bán là các công ty con,Phải trả người bán là các công ty con,Phải trả người bán là các công ty con,Phải trả người bán là các công ty con,Phải trả người bán là các công ty con,,
▪ Công ty TNHH Một thành viên Đệt kim Đông Phương,Phải trả người bán là các công ty con > ▪ Công ty TNHH Một thành viên Đệt kim Đông Phương,▪ Công ty TNHH Một thành viên Đệt kim Đông Phương,-,122.549.288,,122549288.0
▪ Tổng Công ty Cổ phần Đệt May Nam Định,Phải trả người bán là các công ty con > ▪ Tổng Công ty Cổ phần Đệt May Nam Định,▪ Tổng Công ty Cổ phần Đệt May Nam Định,-,51.044.050,,51044050.0
▪ Tổng Công ty CP Đệt may Hòa Thọ,Phải trả người bán là các công ty con > ▪ Tổng Công ty CP Đệt may Hòa Thọ,▪ Tổng Công ty CP Đệt may Hòa Thọ,131.545.680,83.811.334,131545680.0,83811334.0
▪ Các công ty con khác,Phải trả người bán là các công ty con > ▪ Các công ty con khác,▪ Các công ty con khác,-,532.441.669,,532441669.0
Phải trả người bán là các công ty liên kết,Phải trả người bán là các công ty liên kết,Phải trả người bán là các công ty liên kết,Phải trả người bán là các công ty liên kết,Phải trả người bán là các công ty liên kết,,
▪ Tổng Công ty Đức Giang – CTCP,Phải trả người bán là các công ty liên kết > ▪ Tổng Công ty Đức Giang – CTCP,▪ Tổng Công ty Đức Giang – CTCP,106.060.336.229,54.531.890.534,106060336229.0,54531890534.0
▪ Tổng Công ty May 10 – CTCP,Phải trả người bán là các công ty liên kết > ▪ Tổng Công ty May 10 – CTCP,▪ Tổng Công ty May 10 – CTCP,4.133.888.027,357.575.726,4133888027.0,357575726.0
▪ Các công ty liên kết khác,Phải trả người bán là các công ty liên kết > ▪ Các công ty liên kết khác,▪ Các công ty liên kết khác,92.097.582,874.324.814,92097582.0,874324814.0
Phải trả người bán khác,Phải trả người bán khác,Phải trả người bán khác,Phải trả người bán khác,Phải trả người bán khác,,
▪ Olam International Limited,Phải trả người bán khác > ▪ Olam International Limited,▪ Olam International Limited,31.236.164.906,-,31236164906.0,
▪ Devcot S.A,Phải trả người bán khác > ▪ Devcot S.A,▪ Devcot S.A,19.030.531.925,732.201,19030531925.0,732201.0
▪ Công ty Cổ phần May Tiền Tiến,Phải trả người bán khác > ▪ Công ty Cổ phần May Tiền Tiến,▪ Công ty Cổ phần May Tiền Tiến,7.274.826.926,1.445.562.329,7274826926.0,1445562329.0
▪ Agrograin Ltd. Sucursal Uruguay,Phải trả người bán khác > ▪ Agrograin Ltd. Sucursal Uruguay,▪ Agrograin Ltd. Sucursal Uruguay,166.844.994,23.516.803.590,166844994.0,23516803590.0
▪ Viterra B.V.,Phải trả người bán khác > ▪ Viterra B.V.,▪ Viterra B.V.,28.760.315.564,-,28760315564.0,
▪ Các nhà cung cấp khác,Phải trả người bán khác > ▪ Các nhà cung cấp khác,▪ Các nhà cung cấp khác,12.287.814.110,18.860.951.396,12287814110.0,18860951396.0
,,,209.174.365.943,100.377.686.931,209174365943.0,100377686931.0
