row_label_raw,row_label_full,col_0,Tại ngày 31/12/2021và ngày 1/1/2021VND,numeric__Tại ngày 31/12/2021và ngày 1/1/2021VND
Dự án Nhà máy Kéo sợi,Dự án Nhà máy Kéo sợi,Dự án Nhà máy Kéo sợi,104.848.000.000,104848000000.0
Dự án Nhà máy Sợi Phú Cường,Dự án Nhà máy Sợi Phú Cường,Dự án Nhà máy Sợi Phú Cường,85.600.000.000,85600000000.0
Dự án Nhà máy Kéo sợi mới hai vận cọc sợi,Dự án Nhà máy Kéo sợi mới hai vận cọc sợi,Dự án Nhà máy Kéo sợi mới hai vận cọc sợi,85.000.000.000,85000000000.0
Dự án Nhà máy Sợi Nam Định,Dự án Nhà máy Sợi Nam Định,Dự án Nhà máy Sợi Nam Định,80.900.000.000,80900000000.0
Dự án Nhà máy Sợi Phú Hưng,Dự án Nhà máy Sợi Phú Hưng,Dự án Nhà máy Sợi Phú Hưng,69.164.195.144,69164195144.0
Dự án Đầu tư Phát triển Đệt nhuộm tại Miền Trung,Dự án Đầu tư Phát triển Đệt nhuộm tại Miền Trung,Dự án Đầu tư Phát triển Đệt nhuộm tại Miền Trung,54.496.650.079,54496650079.0
Dự án Nhà máy May Đệt kim,Dự án Nhà máy May Đệt kim,Dự án Nhà máy May Đệt kim,32.083.999.872,32083999872.0
Dự án Di đời và Đầu tư Nâng cấp Xí nghiệp Sợi và Xí nghiệp Đệt,Dự án Di đời và Đầu tư Nâng cấp Xí nghiệp Sợi và Xí nghiệp Đệt,Dự án Di đời và Đầu tư Nâng cấp Xí nghiệp Sợi và Xí nghiệp Đệt,31.000.000.000,31000000000.0
,,,543.092.845.095,543092845095.0
