row_label_raw,row_label_full,col_0,31/12/2021 > Tỷ lệ %sở hữu,31/12/2021 > Tỷ lệ %quyềnbiểu quyết,31/12/2021 > Giá gốcVND,31/12/2021 > Dự phòngVND,31/12/2021 > Giá trịhợp lýVND,31/12/2021 > Tỷ lệ %sở hữu_1,1/1/2021 > Tỷ lệ %quyềnbiểu quyết,1/1/2021 > Giá gốcVND,1/1/2021 > Dự phòngVND,numeric__31/12/2021 > Tỷ lệ %sở hữu,numeric__31/12/2021 > Tỷ lệ %quyềnbiểu quyết,numeric__31/12/2021 > Giá gốcVND,numeric__31/12/2021 > Dự phòngVND,numeric__31/12/2021 > Giá trịhợp lýVND,numeric__31/12/2021 > Tỷ lệ %sở hữu_1,numeric__1/1/2021 > Tỷ lệ %quyềnbiểu quyết,numeric__1/1/2021 > Giá gốcVND,numeric__1/1/2021 > Dự phòngVND
Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,,,,,,,,,
▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,,,,,,,,,
▪ Tổng Công ty Cổ phần Phong Phú,▪ Công ty con > ▪ Tổng Công ty Cổ phần Phong Phú,▪ Tổng Công ty Cổ phần Phong Phú,"50,10%","50,10%",532.242.925.014,-,(*),"50,10%","50,10%",532.242.925.014,-,0.501,0.501,532242925014.0,,,0.501,0.501,532242925014.0,
▪ Công ty TNHH Một thành viên Đệt kim Đông Phương,▪ Công ty con > ▪ Công ty TNHH Một thành viên Đệt kim Đông Phương,▪ Công ty TNHH Một thành viên Đệt kim Đông Phương,"100,00%","100,00%",163.627.554.636,(83.445.415.676),(*),"100,00%","100,00%",163.627.554.636,(12.474.151.268),1.0,1.0,163627554636.0,-83445415676.0,,1.0,1.0,163627554636.0,-12474151268.0
▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ,▪ Công ty con > ▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ,▪ Tổng Công ty Cổ phần Đệt May Hòa Thọ,"64,96%","64,96%",189.153.465.950,-,(*),"64,96%","64,96%",189.153.465.950,-,0.6496,0.6496,189153465950.0,,,0.6496,0.6496,189153465950.0,
▪ Công ty Cổ phần Sản xuất – Xuất nhập khẩu Đệt May,▪ Công ty con > ▪ Công ty Cổ phần Sản xuất – Xuất nhập khẩu Đệt May,▪ Công ty Cổ phần Sản xuất – Xuất nhập khẩu Đệt May,"68,34%","68,34%",26.032.500.000,(26.032.500.000),(*),"68,34%","68,34%",26.032.500.000,(26.032.500.000),0.6834,0.6834,26032500000.0,-26032500000.0,,0.6834,0.6834,26032500000.0,-26032500000.0
▪ Tổng Công ty Cổ phần Đệt May Nam Đình,▪ Công ty con > ▪ Tổng Công ty Cổ phần Đệt May Nam Đình,▪ Tổng Công ty Cổ phần Đệt May Nam Đình,"53,67%","53,67%",81.555.023.813,-,(*),"53,67%","53,67%",81.555.023.813,-,0.5367000000000001,0.5367000000000001,81555023813.0,,,0.5367000000000001,0.5367000000000001,81555023813.0,
▪ Công ty TNHH Một thành viên Đệt kim Đông Xuân,▪ Công ty con > ▪ Công ty TNHH Một thành viên Đệt kim Đông Xuân,▪ Công ty TNHH Một thành viên Đệt kim Đông Xuân,"100,00%","100,00%",115.191.925.340,(10.187.335.620),(*),"100,00%","100,00%",115.191.925.340,-,1.0,1.0,115191925340.0,-10187335620.0,,1.0,1.0,115191925340.0,
▪ Công ty Cổ phần Sản xuất Kinh doanh Nguyễn liệu ĐệtMay Việt Nam,▪ Công ty con > ▪ Công ty Cổ phần Sản xuất Kinh doanh Nguyễn liệu ĐệtMay Việt Nam,▪ Công ty Cổ phần Sản xuất Kinh doanh Nguyễn liệu ĐệtMay Việt Nam,"61,63%","61,63%",24.852.076.451,(19.407.955.167),(*),"61,63%","61,63%",24.852.076.451,(19.271.678.832),0.6163000000000001,0.6163000000000001,24852076451.0,-19407955167.0,,0.6163000000000001,0.6163000000000001,24852076451.0,-19271678832.0
▪ Công ty Cổ phần Phát triển Hạ tầng Đệt May Phố Nồi,▪ Công ty con > ▪ Công ty Cổ phần Phát triển Hạ tầng Đệt May Phố Nồi,▪ Công ty Cổ phần Phát triển Hạ tầng Đệt May Phố Nồi,"51,00%","51,00%",38.633.449.251,-,(*),"51,00%","51,00%",38.633.449.251,-,0.51,0.51,38633449251.0,,,0.51,0.51,38633449251.0,
