row_label_raw,row_label_full,col_0,1/1/2021VND,Số đã nộp trong năm VND,Số phát sinh/đã thu được trong năm VND,31/12/2021VND,numeric__1/1/2021VND,numeric__Số đã nộp trong năm VND,numeric__Số phát sinh/đã thu được trong năm VND,numeric__31/12/2021VND
Thuế,Thuế,Thuế,Thuế,Thuế,Thuế,Thuế,,,,
Thuế thu nhập doanh nghiệp,Thuế > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,220.220.199,448.150.277,(463.409.830),204.960.646,220220199.0,448150277.0,-463409830.0,204960646.0
Văn phòng,Thuế > Văn phòng,Văn phòng,220.220.199,448.150.277,(463.409.830),204.960.646,220220199.0,448150277.0,-463409830.0,204960646.0
Thuế GTGT hàng nhập khẩu,Thuế > Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,175.000.000,-,(175.000.000),-,175000000.0,,-175000000.0,
Nhà máy Sợi Phú Cường,Thuế > Nhà máy Sợi Phú Cường,Nhà máy Sợi Phú Cường,175.000.000,-,(175.000.000),-,175000000.0,,-175000000.0,
"Tiền thuê đất, thuế đất","Thuế > Tiền thuê đất, thuế đất","Tiền thuê đất, thuế đất",-,6.657.695.612,(5.661.590.012),996.105.600,,6657695612.0,-5661590012.0,996105600.0
Văn phòng Hà Nội,Thuế > Văn phòng Hà Nội,Văn phòng Hà Nội,-,3.299.763.241,(3.299.763.241),-,,3299763241.0,-3299763241.0,
Văn phòng Hồ Chí Minh,Thuế > Văn phòng Hồ Chí Minh,Văn phòng Hồ Chí Minh,-,3.357.932.371,(2.361.826.771),996.105.600,,3357932371.0,-2361826771.0,996105600.0
,,,395.220.199,7.105.845.889,(6.299.999.842),1.201.066.246,395220199.0,7105845889.0,-6299999842.0,1201066246.0
