row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2020VND,2019VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,,,,,,,
32,Mãsố > 32,32,Tiền mua lại cổ phiếu quỹ,,-,(2.347.121.362.620),,,,-2347121362620.0
33,Mãsố > 33,33,Tiền thu đi vay,,17.804.330.775.879,37.607.640.045.521,,,17804330775879.0,37607640045521.0
34,Mãsố > 34,34,Tiền chỉ trả nợ gốc vay,,(18.173.617.597.912),(31.317.610.606.550),,,-18173617597912.0,-31317610606550.0
36,Mãsố > 36,36,Tiền cổ tức đã trả,,-,(543.112.133.500),,,,-543112133500.0
40,Mãsố > 40,40,Lưu chuyển tiền thuần từ hoạt độngtài chính,,(369.286.822.033),3.399.795.942.851,,,-369286822033.0,3399795942851.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,(2.456.535.391.466),(1.781.699.547.331),,,-2456535391466.0,-1781699547331.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,3,5.355.816.155.352,7.156.359.241.738,,3.0,5355816155352.0,7156359241738.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoaiquy đổi ngoại tệ,,(3.469.856.094),(18.843.539.055),,,-3469856094.0,-18843539055.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,3,2.895.810.907.792,5.355.816.155.352,,3.0,2895810907792.0,5355816155352.0
