row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
300,300,300,NỘ PHẢI TRẢ,,34.599.034.545.092,37.462.639.184.568,,,34599034545092.0,37462639184568.0
310,310,310,Nợ ngắn hạn,,24.251.142.288.065,22.741.438.510.945,,,24251142288065.0,22741438510945.0
311,311,311,Phải trả người bán ngắn hạn,13,3.408.029.776.509,1.888.419.058.403,,13.0,3408029776509.0,1888419058403.0
312,312,312,Người mua trả tiền trước ngắn hạn,15,813.996.258.084,725.581.455.476,,15.0,813996258084.0,725581455476.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,14(b),296.437.889.385,468.548.742.197,,,296437889385.0,468548742197.0
314,314,314,Phải trả người lao động,,62.911.822.426,-,,,62911822426.0,
315,315,315,Chi phí phải trả ngắn hạn,16,851.938.440.357,1.128.067.820.011,,16.0,851938440357.0,1128067820011.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,17,867.654.596.914,3.184.286.840.374,,17.0,867654596914.0,3184286840374.0
319,319,319,Phải trả ngắn hạn khác,18,5.991.200.493.090,5.160.454.035.471,,18.0,5991200493090.0,5160454035471.0
320,320,320,Vay ngắn hạn,19(a),10.094.815.636.734,8.161.089.248.187,,,10094815636734.0,8161089248187.0
321,321,321,Dự phòng phải trả ngắn hạn,20,1.864.157.374.566,2.024.991.310.826,,20.0,1864157374566.0,2024991310826.0
330,330,330,Nợ dài hạn,,10.347.892.257.027,14.721.200.673.623,,,10347892257027.0,14721200673623.0
337,337,337,Phải trả dài hạn khác,,5.636.355.880,5.636.355.880,,,5636355880.0,5636355880.0
338,338,338,Vay dài hạn,19(b),1.347.040.509.856,3.661.872.522.217,,,1347040509856.0,3661872522217.0
341,341,341,Thuế thu nhập hoãn lại phải trả,21,67.824.775.143,394.444.939.970,,21.0,67824775143.0,394444939970.0
342,342,342,Dự phòng phải trả dài hạn,20,8.927.390.616.148,10.659.246.855.556,,20.0,8927390616148.0,10659246855556.0
400,400,400,VỐN CHỦ SỞ HỮU,,5.026.540.276.048,6.479.547.353.367,,,5026540276048.0,6479547353367.0
410,410,410,Vốn chủ sở hữu,,5.026.540.276.048,6.479.547.353.367,,,5026540276048.0,6479547353367.0
411,411,411,Vốn góp của chủ sở hữu,"22, 23",5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
412,412,412,Thặng dư vốn cổ phần,23,245.949.492.805,245.949.492.805,,23.0,245949492805.0,245949492805.0
415,415,415,Cổ phiếu quỹ,23,(2.347.121.362.620),(2.347.121.362.620),,23.0,-2347121362620.0,-2347121362620.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",23,1.711.598.805.863,3.164.605.883.182,,23.0,1711598805863.0,3164605883182.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,3.164.605.883.182,55.962.988.371,,,3164605883182.0,55962988371.0
421b,421b,421b,- (Lỗ)/LNST chưa phân phối của năm nay,,(1.453.007.077.319),3.108.642.894.811,,,-1453007077319.0,3108642894811.0
440,440,440,TỔNG NGUỒN VỐN,,39.625.574.821.140,43.942.186.537.935,,,39625574821140.0,43942186537935.0
,,,,,[IMAGE],,,,,
Hoàng Mạnh Hà Kế toán trường,Hoàng Mạnh Hà Kế toán trường,Hoàng Mạnh Hà Kế toán trường,Hoàng Mạnh Hà Kế toán trường,Hồ Ngọc Yến Phương Phó Tổng Giám đốc kiểm Giám đốc Tài chính,Đinh Việt Phương Phó Tổng Giám đốc Thường trực kiểm Giám đốc Điều hành Ngày 30 tháng 4 năm 2021,Đinh Việt Phương Phó Tổng Giám đốc Thường trực kiểm Giám đốc Điều hành Ngày 30 tháng 4 năm 2021,,,,
