row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,15.203.045.739.464,41.252.356.172.059,,,15203045739464.0,41252356172059.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,26,15.203.045.739.464,41.252.356.172.059,,26.0,15203045739464.0,41252356172059.0
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,27,(17.134.487.072.513),(36.690.522.532.276),,27.0,-17134487072513.0,-36690522532276.0
20,02 > 20,20,(Lỗ)/lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,(1.931.441.333.049),4.561.833.639.783,,,-1931441333049.0,4561833639783.0
21,02 > 21,21,Doanh thu hoạt động tài chính,28,973.719.418.083,1.625.451.448.981,,28.0,973719418083.0,1625451448981.0
22,02 > 22,22,Chi phí tài chính,29,(436.846.911.283),(1.024.010.617.800),,29.0,-436846911283.0,-1024010617800.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,29,(452.572.729.500),(351.417.652.590),,29.0,-452572729500.0,-351417652590.0
25,02 > 25,25,Chi phí bản hàng,30,(834.501.191.221),(1.164.676.266.939),,30.0,-834501191221.0,-1164676266939.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,31,(367.875.750.832),(422.057.125.583),,31.0,-367875750832.0,-422057125583.0
30,02 > 30,30,(Lỗ)/lợi nhuận thuần từ hoạt động kinh doanh,,(2.596.945.768.302),3.576.541.078.442,,,-2596945768302.0,3576541078442.0
31,02 > 31,31,Thu nhập khác,,825.028.045.439,292.304.818.107,,,825028045439.0,292304818107.0
32,02 > 32,32,Chi phí khác,,(7.709.519.283),(342.823.079),,,-7709519283.0,-342823079.0
40,02 > 40,40,Lợi nhuận khác,32,817.318.526.156,291.961.995.028,,32.0,817318526156.0,291961995028.0
50,02 > 50,50,Tổng (lỗ)/lợi nhuận kế toán trước thuế,,(1.779.627.242.146),3.868.503.073.470,,,-1779627242146.0,3868503073470.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,33,-,(740.203.164.819),,33.0,,-740203164819.0
52,02 > 52,52,Thu nhập/(chi phí) thuế TNDN hoãn lại,33,326.620.164.827,(19.657.013.840),,33.0,326620164827.0,-19657013840.0
60,02 > 60,60,(Lỗ)/lợi nhuận sau thuế TNDN,,(1.453.007.077.319),3.108.642.894.811,,,-1453007077319.0,3108642894811.0
