row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,Tăng các khoản phải trả,,7.801.142.424,2.480.561.799.101,,,7801142424.0,2480561799101.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Giảm/(tăng) chi phí trả trước,,1.771.359.293.018,(970.160.905.361),,,1771359293018.0,-970160905361.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,,(432.836.309.700),(322.342.594.337),,,-432836309700.0,-322342594337.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế TNDN đã nộp,,(237.350.686.663),(471.000.000.000),,,-237350686663.0,-471000000000.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(2.773.762.641.296),(2.201.146.571.422),,,-2773762641296.0,-2201146571422.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chi đề mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",,(293.743.925.297),(2.472.240.810.037),,,-293743925297.0,-2472240810037.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Tiền chi cho vay, tiền gửi có kỳ hạn",,-,(715.756.800.000),,,,-715756800000.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,709.756.800.000,-,,,709756800000.0,
25,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(50.000.000.000),-,,,-50000000000.0,
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,Tiền thu lãi cho vay và cố tức được chia,,320.501.197.160,207.648.691.277,,,320501197160.0,207648691277.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,686.514.071.863,(2.980.348.918.760),,,686514071863.0,-2980348918760.0
