row_label_raw,row_label_full,Cõ đông lớn,24.576.182.144,col_2,numeric__24.576.182.144,numeric__col_2
Công ty liên kết,Công ty liên kết,Công ty liên kết,29.578.997.675,,29578997675.0,
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,72.155.211.920,2.613.464.691,72155211920.0,2613464691.0
,,,126.310.391.739,2.613.464.691,126310391739.0,2613464691.0
