row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
200,200,200,TÀI SẢN DÀI HẠN,,19.258.240.295.143,24.466.778.688.937,,,19258240295143.0,24466778688937.0
210,210,210,Các khoản phải thu dài hạn,,12.468.380.233.254,15.089.231.602.305,,,12468380233254.0,15089231602305.0
215,215,215,Phải thu về cho vay dài hạn,12,,701.500.000.000,,12.0,,701500000000.0
216,216,216,Phải thu dài hạn khác,7(b),12.468.380.233.254,14.387.731.602.305,,,12468380233254.0,14387731602305.0
220,220,220,Tài sản cố định,,849.517.153.152,1.303.160.396.122,,,849517153152.0,1303160396122.0
221,221,221,Tài sản cố định hữu hình,10(a),848.484.656.852,1.301.038.091.839,,,848484656852.0,1301038091839.0
222,222,222,Nguyên giá,,1.122.615.532.564,1.687.120.867.140,,,1122615532564.0,1687120867140.0
223,223,223,Giá trị khấu hao lũy kế,,(274.130.875.712),(386.082.775.301),,,-274130875712.0,-386082775301.0
227,227,227,Tài sản cố định vô hình,10(b),1.032.496.300,2.122.304.283,,,1032496300.0,2122304283.0
228,228,228,Nguyên giá,,29.907.717.155,29.907.717.155,,,29907717155.0,29907717155.0
229,229,229,Giá trị khấu hao lũy kế,,(28.875.220.855),(27.785.412.872),,,-28875220855.0,-27785412872.0
240,240,240,Tài sản dở dang dài hạn,,693.772.535.906,1.258.338.717.091,,,693772535906.0,1258338717091.0
242,242,242,Chi phí xây dựng cơ bản dở dang,11,693.772.535.906,1.258.338.717.091,,11.0,693772535906.0,1258338717091.0
250,250,250,Đầu tư tài chính dài hạn,,257.244.065.926,224.973.206.218,,,257244065926.0,224973206218.0
251,251,251,Đầu tư vào công ty con,4(c),59.000.000.000,9.000.000.000,,,59000000000.0,9000000000.0
252,252,252,Đầu tư vào công ty liên kết,4(c),60.000.000.000,60.000.000.000,,,60000000000.0,60000000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(c),149.417.024.400,149.417.024.400,,,149417024400.0,149417024400.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(c),(17.729.140.292),,,,-17729140292.0,
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,4(b),6.556.181.818,6.556.181.818,,,6556181818.0,6556181818.0
260,260,260,Tài sản dài hạn khác,,4.989.326.306.905,6.591.074.767.201,,,4989326306905.0,6591074767201.0
261,261,261,Chi phí trả trước dài hạn,9(b),4.989.326.306.905,6.591.074.767.201,,,4989326306905.0,6591074767201.0
270,270,270,TỔNG TÀI SẢN,,39.625.574.821.140,43.942.186.537.935,,,39625574821140.0,43942186537935.0
