row_label_raw,row_label_full,Công ty con,16.465.853.103,857.348.744.532,numeric__16.465.853.103,numeric__857.348.744.532
Công ty liên kết,Công ty liên kết,Công ty liên kết,11.250.000.000,7.500.000.000,11250000000.0,7500000000.0
Bên liên quan khác,Bên liên quan khác,Bên liên quan khác,6.121.644.000,2.832.636.000,6121644000.0,2832636000.0
,,,33.837.497.103,867.681.380.532,33837497103.0,867681380532.0
