row_label_raw,row_label_full,col_0,col_1,2020VND,2019VND,numeric__col_1,numeric__2020VND,numeric__2019VND
vii) Giao dịch khác,vii) Giao dịch khác,vii) Giao dịch khác,vii) Giao dịch khác,vii) Giao dịch khác,vii) Giao dịch khác,,,
"Thu nhập do thanh lý, nhượng bán tài sản","Thu nhập do thanh lý, nhượng bán tài sản","Thu nhập do thanh lý, nhượng bán tài sản","Thu nhập do thanh lý, nhượng bán tài sản","Thu nhập do thanh lý, nhượng bán tài sản","Thu nhập do thanh lý, nhượng bán tài sản",,,
Công ty con,"Thu nhập do thanh lý, nhượng bán tài sản > Công ty con",Công ty con,1.278.186.599.701,959.296.320.310,959.296.320.310,1278186599701.0,959296320310.0,959296320310.0
Trả trước tiền thuê văn phòng,Trả trước tiền thuê văn phòng,Trả trước tiền thuê văn phòng,Trả trước tiền thuê văn phòng,Trả trước tiền thuê văn phòng,Trả trước tiền thuê văn phòng,,,
Cổ đông lớn,Trả trước tiền thuê văn phòng > Cổ đông lớn,Cổ đông lớn,21.504.159.376,-,-,21504159376.0,,
Tiền thuê văn phòng,Tiền thuê văn phòng,Tiền thuê văn phòng,Tiền thuê văn phòng,Tiền thuê văn phòng,Tiền thuê văn phòng,,,
Cổ đông lớn,Tiền thuê văn phòng > Cổ đông lớn,Cổ đông lớn,8.378.243.913,7.130.113.124,7.130.113.124,8378243913.0,7130113124.0,7130113124.0
Bên liên quan khác,Tiền thuê văn phòng > Bên liên quan khác,Bên liên quan khác,24.246.902.255,22.176.853.495,22.176.853.495,24246902255.0,22176853495.0,22176853495.0
,,,32.625.146.168,29.306.966.619,29.306.966.619,32625146168.0,29306966619.0,29306966619.0
"Thu và chi hộ, dòng tiền thuần","Thu và chi hộ, dòng tiền thuần","Thu và chi hộ, dòng tiền thuần","Thu và chi hộ, dòng tiền thuần","Thu và chi hộ, dòng tiền thuần","Thu và chi hộ, dòng tiền thuần",,,
Công ty con,"Thu và chi hộ, dòng tiền thuần > Công ty con",Công ty con,2.820.387.993.954,1.558.768.051.159,1.558.768.051.159,2820387993954.0,1558768051159.0,1558768051159.0
Công ty liên kết,"Thu và chi hộ, dòng tiền thuần > Công ty liên kết",Công ty liên kết,333.594.389.704,256.369.878.297,256.369.878.297,333594389704.0,256369878297.0,256369878297.0
Bên liên quan khác,"Thu và chi hộ, dòng tiền thuần > Bên liên quan khác",Bên liên quan khác,296.379.000.000,400.217.008.891,400.217.008.891,296379000000.0,400217008891.0,400217008891.0
,,,3.450.361.383.658,2.215.354.938.347,2.215.354.938.347,3450361383658.0,2215354938347.0,2215354938347.0
viii) Các khoản chi cho các nhân sự quản lý chủ chốt,viii) Các khoản chi cho các nhân sự quản lý chủ chốt,viii) Các khoản chi cho các nhân sự quản lý chủ chốt,viii) Các khoản chi cho các nhân sự quản lý chủ chốt,viii) Các khoản chi cho các nhân sự quản lý chủ chốt,viii) Các khoản chi cho các nhân sự quản lý chủ chốt,,,
Lương và các quyền lợi gộp khác,viii) Các khoản chi cho các nhân sự quản lý chủ chốt > Lương và các quyền lợi gộp khác,Lương và các quyền lợi gộp khác,18.559.933.198,42.721.583.529,42.721.583.529,18559933198.0,42721583529.0,42721583529.0
(b) Số dư cuối năm với các bên liên quan,(b) Số dư cuối năm với các bên liên quan,(b) Số dư cuối năm với các bên liên quan,(b) Số dư cuối năm với các bên liên quan,(b) Số dư cuối năm với các bên liên quan,(b) Số dư cuối năm với các bên liên quan,,,
Các khoản tiền và tương đương tiền,Các khoản tiền và tương đương tiền,Các khoản tiền và tương đương tiền,Các khoản tiền và tương đương tiền,Các khoản tiền và tương đương tiền,Các khoản tiền và tương đương tiền,,,
Cổ đông lớn,Các khoản tiền và tương đương tiền > Cổ đông lớn,Cổ đông lớn,1.943.626.832.738,3.275.220.588.418,3.275.220.588.418,1943626832738.0,3275220588418.0,3275220588418.0
Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),,,
Công ty con,Phải thu ngắn hạn của khách hàng (Thuyết minh 5) > Công ty con,Công ty con,1.967.058.736.238,1.034.925.646.349,1.034.925.646.349,1967058736238.0,1034925646349.0,1034925646349.0
Bên liên quan khác,Phải thu ngắn hạn của khách hàng (Thuyết minh 5) > Bên liên quan khác,Bên liên quan khác,24.392.642.319,42.361.233.011,42.361.233.011,24392642319.0,42361233011.0,42361233011.0
,,,1.991.451.378.557,1.077.286.879.360,1.077.286.879.360,1991451378557.0,1077286879360.0,1077286879360.0
Trả trước cho người bán ngắn hạn (Thuyết minh 6),Trả trước cho người bán ngắn hạn (Thuyết minh 6),Trả trước cho người bán ngắn hạn (Thuyết minh 6),Trả trước cho người bán ngắn hạn (Thuyết minh 6),Trả trước cho người bán ngắn hạn (Thuyết minh 6),Trả trước cho người bán ngắn hạn (Thuyết minh 6),,,
Bên liên quan khác,Trả trước cho người bán ngắn hạn (Thuyết minh 6) > Bên liên quan khác,Bên liên quan khác,-,13.823.146.505,13.823.146.505,,13823146505.0,13823146505.0
