row_label_raw,row_label_full,col_0,Chi phi bảo dưỡngtàu bayVND,Chi phi hoàn trátài sản thuêVND,Chi phi kiểm tra vàsửa chữa lớnVND,"Phụ từng xoayvòng, công cụvà dụng cụVND",KhácVND,Tổng cộngVND,numeric__Chi phi bảo dưỡngtàu bayVND,numeric__Chi phi hoàn trátài sản thuêVND,numeric__Chi phi kiểm tra vàsửa chữa lớnVND,"numeric__Phụ từng xoayvòng, công cụvà dụng cụVND",numeric__KhácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,5.782.829.060.991,590.235.202.338,103.156.115.556,114.854.388.316,-,6.591.074.767.201,5782829060991.0,590235202338.0,103156115556.0,114854388316.0,,6591074767201.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,808.937.001.247,56.655.038.270,73.016.118.530,129.802.638.425,42.931.219.564,1.111.342.016.036,808937001247.0,56655038270.0,73016118530.0,129802638425.0,42931219564.0,1111342016036.0
Phân bổ trongnăm,Phân bổ trongnăm,Phân bổ trongnăm,(424.331.739.105),(83.014.775.913),(92.191.982.357),(121.106.442.765),(4.139.178.622),(724.784.118.762),-424331739105.0,-83014775913.0,-92191982357.0,-121106442765.0,-4139178622.0,-724784118762.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,(1.901.890.471.265),(86.415.886.305),-,-,-,(1.988.306.357.570),-1901890471265.0,-86415886305.0,,,,-1988306357570.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,4.265.543.851.868,477.459.578.390,83.980.251.729,123.550.583.976,38.792.040.942,4.989.326.306.905,4265543851868.0,477459578390.0,83980251729.0,123550583976.0,38792040942.0,4989326306905.0
