row_label_raw,row_label_full,Chi tiết,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
"- Chi phí công cụ, dụng cụ chờ phân bổ","- Chi phí công cụ, dụng cụ chờ phân bổ","- Chi phí công cụ, dụng cụ chờ phân bổ",22.066.779,9.467.344,22066779.0,9467344.0
- Chi phí trả trước ngắn hạn khác chờ phân bổ,- Chi phí trả trước ngắn hạn khác chờ phân bổ,- Chi phí trả trước ngắn hạn khác chờ phân bổ,321.381.520,267.779.378,321381520.0,267779378.0
Cộng,Cộng,Cộng,343.448.299,277.246.722,343448299.0,277246722.0
