row_label_raw,row_label_full,col_0,Số đầu năm,Số tiền vay phát sinh trong năm/chuyển từ vay dài hạn sang (*),Số tiền vay đã trả trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số tiền vay phát sinh trong năm/chuyển từ vay dài hạn sang (*),numeric__Số tiền vay đã trả trong năm,numeric__Số cuối năm
- Vay ngắn hạn ngân hàng và các tổ chức,- Vay ngắn hạn ngân hàng và các tổ chức,- Vay ngắn hạn ngân hàng và các tổ chức,198.859.875.530,27.328.562.377,(25.814.588.130),200.373.849.777,198859875530.0,27328562377.0,-25814588130.0,200373849777.0
- Vay ngắn hạn cá nhân,- Vay ngắn hạn cá nhân,- Vay ngắn hạn cá nhân,40.000.000,-,-,40.000.000,40000000.0,,,40000000.0
- Các khoản mượn tiền khác,- Các khoản mượn tiền khác,- Các khoản mượn tiền khác,1.650.000.000,-,-,1.650.000.000,1650000000.0,,,1650000000.0
- Vay dài hạn đến hạn trả,- Vay dài hạn đến hạn trả,- Vay dài hạn đến hạn trả,447.194.478.801,143.500.000.000,(96.717.486.312),493.976.992.489,447194478801.0,143500000000.0,-96717486312.0,493976992489.0
- Trái phiếu phát hành đến hạn trả,- Trái phiếu phát hành đến hạn trả,- Trái phiếu phát hành đến hạn trả,477.814.331.456,-,(45.541.112.000),432.273.219.456,477814331456.0,,-45541112000.0,432273219456.0
Cộng,Cộng,Cộng,1.125.558.685.787,170.828.562.377,(168.073.186.442),1.128.314.061.722,1125558685787.0,170828562377.0,-168073186442.0,1128314061722.0
