row_label_raw,row_label_full,Tên ngân hàng và tổ chức,Số tiền,Thời hạn thanh toán và ngày đáo hạn,Lãi suất,Tài sản thế chấp,numeric__Số tiền,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất,numeric__Tài sản thế chấp
Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,,,,
Hợp đồng vay vốn số09/2023/HĐ ngày15/12/2023,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai > Hợp đồng vay vốn số09/2023/HĐ ngày15/12/2023,Hợp đồng vay vốn số09/2023/HĐ ngày15/12/2023,25.390.034.377,60 ngày kể từ ngày ký hợp đồng,"9,5%/năm",Tín chấp,25390034377.0,,,
Tổng cộng,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai > Tổng cộng,Tổng cộng,25.390.034.377,,,,25390034377.0,,,
