row_label_raw,row_label_full,- Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Số cuối năm > 1.503.369.249.733,Số đầu năm > 1.529.869.249.733,numeric__Số cuối năm > 1.503.369.249.733,numeric__Số đầu năm > 1.529.869.249.733
- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,55.174.137.200,55.174.137.200,55174137200.0,55174137200.0
- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,440.281.403.555,523.234.045.444,440281403555.0,523234045444.0
- Ngân hàng TMCP Sài Gòn Thương Tín - CN Tp. HCM,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Tp. HCM,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Tp. HCM,178.012.997.289,178.012.997.289,178012997289.0,178012997289.0
- Công ty CP Đầu tư Phát triển địa ốc Gia Long,- Công ty CP Đầu tư Phát triển địa ốc Gia Long,- Công ty CP Đầu tư Phát triển địa ốc Gia Long,-,6.564.844.423,,6564844423.0
Cộng,Cộng,Cộng,2.176.837.787.777,2.292.855.274.089,2176837787777.0,2292855274089.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Vay dài hạn,Trong đó: > Vay dài hạn,Vay dài hạn,1.682.860.795.288,1.845.660.795.288,1682860795288.0,1845660795288.0
Vay dài hạn đến hạn trả,Trong đó: > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,493.976.992.489,447.194.478.801,493976992489.0,447194478801.0
