row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Phải thu về cho vay các bên liên quan,Phải thu về cho vay các bên liên quan,Phải thu về cho vay các bên liên quan,-,-,-,-,,,,
Phải thu về cho vay các bên khác,Phải thu về cho vay các bên liên quan > Phải thu về cho vay các bên khác,Phải thu về cho vay các bên khác,1.135.171.287.727,(103.998.912.014),1.281.704.543.924,(304.693.657.351),1135171287727.0,-103998912014.0,1281704543924.0,-304693657351.0
- Công ty TNHH Cung ứng VT Nguyên liệu Tây Nguyên (1),Phải thu về cho vay các bên liên quan > - Công ty TNHH Cung ứng VT Nguyên liệu Tây Nguyên (1),- Công ty TNHH Cung ứng VT Nguyên liệu Tây Nguyên (1),248.998.555.500,(39.685.056.500),202.455.555.500,(32.095.433.850),248998555500.0,-39685056500.0,202455555500.0,-32095433850.0
- Công ty TNHH MTV Phạm Linh Gia lai (2),Phải thu về cho vay các bên liên quan > - Công ty TNHH MTV Phạm Linh Gia lai (2),- Công ty TNHH MTV Phạm Linh Gia lai (2),158.311.573.320,-,213.832.000.000,(32.916.000.000),158311573320.0,,213832000000.0,-32916000000.0
- Ông Huỳnh Quốc Bình (3),Phải thu về cho vay các bên liên quan > - Ông Huỳnh Quốc Bình (3),- Ông Huỳnh Quốc Bình (3),145.083.159.082,-,133.557.200.000,(4.067.160.000),145083159082.0,,133557200000.0,-4067160000.0
- Các đối tượng khác (4),Phải thu về cho vay các bên liên quan > - Các đối tượng khác (4),- Các đối tượng khác (4),582.777.999.825,(64.313.855.514),731.859.788.424,(235.615.063.501),582777999825.0,-64313855514.0,731859788424.0,-235615063501.0
Phải thu về cho mượn các bên khác,Phải thu về cho vay các bên liên quan > Phải thu về cho mượn các bên khác,Phải thu về cho mượn các bên khác,1.961.373.447,(1.961.373.447),1.911.373.447,-,1961373447.0,-1961373447.0,1911373447.0,
- Công ty CP ĐT &PT Năng Lượng sạch Tây Nguyên,Phải thu về cho vay các bên liên quan > - Công ty CP ĐT &PT Năng Lượng sạch Tây Nguyên,- Công ty CP ĐT &PT Năng Lượng sạch Tây Nguyên,1.961.373.447,(1.961.373.447),1.911.373.447,-,1961373447.0,-1961373447.0,1911373447.0,
Cộng (*),Phải thu về cho vay các bên liên quan > Cộng (*),Cộng (*),1.137.082.661.174,(105.960.285.461),1.283.615.917.371,(304.693.657.351),1137082661174.0,-105960285461.0,1283615917371.0,-304693657351.0
