row_label_raw,row_label_full,Chỉ tiêu,Số đầu năm > Phải nộp,Số đầu năm > Phải thu,Số phát sinh trong năm > Số phải nộp,Số phát sinh trong năm > Số đã nộp,Hoàn nhập,Thay đổi do chênh lệch tỷ giá,Số cuối năm > Phải nộp,Số cuối năm > Phải thu,numeric__Số đầu năm > Phải nộp,numeric__Số đầu năm > Phải thu,numeric__Số phát sinh trong năm > Số phải nộp,numeric__Số phát sinh trong năm > Số đã nộp,numeric__Hoàn nhập,numeric__Thay đổi do chênh lệch tỷ giá,numeric__Số cuối năm > Phải nộp,numeric__Số cuối năm > Phải thu
Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,7.409.353.689,-,36.066.958.847,(37.809.979.482),-,-,5.666.333.054,-,7409353689.0,,36066958847.0,-37809979482.0,,,5666333054.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,65.699.944.473,550.000,10.028.178.521,(18.490.205.671),-,1.396.358.568,58.747.876.575,114.150.684,65699944473.0,550000.0,10028178521.0,-18490205671.0,,1396358568.0,58747876575.0,114150684.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,14.522.171,943.314,420.603.232,(421.185.694),-,-,15.413.740,2.417.345,14522171.0,943314.0,420603232.0,-421185694.0,,,15413740.0,2417345.0
"Thuế nhà đất, thuê đất","Thuế nhà đất, thuê đất","Thuế nhà đất, thuê đất",3.154.817.276,1.247.455,1.454.401.503,(330.770.795),-,-,4.278.447.984,1.247.455,3154817276.0,1247455.0,1454401503.0,-330770795.0,,,4278447984.0,1247455.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,292.521.873,-,5.189.460.005,(5.130.379.126),-,-,351.602.752,-,292521873.0,,5189460005.0,-5130379126.0,,,351602752.0,
Thuế môn bài,Thuế môn bài,Thuế môn bài,-,-,15.000.000,(15.000.000),-,-,-,-,,,15000000.0,-15000000.0,,,,
Khoản thuế khác,Khoản thuế khác,Khoản thuế khác,4.101.318.933,-,3.559.650.465,(2.713.987.058),-,-,4.946.982.340,-,4101318933.0,,3559650465.0,-2713987058.0,,,4946982340.0,
Tổng,Tổng,Tổng,80.672.478.415,2.740.769,56.734.252.573,(64.911.507.826),-,1.396.358.568,74.006.656.445,117.815.484,80672478415.0,2740769.0,56734252573.0,-64911507826.0,,1396358568.0,74006656445.0,117815484.0
