row_label_raw,row_label_full,Loai tài sản cố định,Số năm,numeric__Số năm
Phảm mềm kế toán,Phảm mềm kế toán,Phảm mềm kế toán,07,7.0
Chi phí triển khai,Chi phí triển khai,Chi phí triển khai,04,4.0
