row_label_raw,row_label_full,col_0,Số đầu năm,Tăng do tríchlập từ lợinhuận,Chi quỹ trongnăm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng do tríchlập từ lợinhuận,numeric__Chi quỹ trongnăm,numeric__Số cuối năm
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",2.548.780.192,-,(20.000.000),2.528.780.192,2548780192.0,,-20000000.0,2528780192.0
Cộng,Cộng,Cộng,2.548.780.192,-,(20.000.000),2.528.780.192,2548780192.0,,-20000000.0,2528780192.0
