row_label_raw,row_label_full,Tổ chức thu xếp phát hành > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - CN Gia Lai,Số cuối năm > 431.898.719.456,Số đầu năm > 477.439.831.456,numeric__Số cuối năm > 431.898.719.456,numeric__Số đầu năm > 477.439.831.456
Trái phiếu phải trả do không chuyển đổi,Trái phiếu phải trả do không chuyển đổi,Trái phiếu phải trả do không chuyển đổi,374.500.000,374.500.000,374500000.0,374500000.0
Cộng,Cộng,Cộng,432.273.219.456,477.814.331.456,432273219456.0,477814331456.0
