row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm > Dự phòng,Số đầu năm,Số đầu năm > Dự phòng,numeric__Số cuối năm,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm,numeric__Số đầu năm > Dự phòng
Phải thu của các bên liên quan,Phải thu của các bên liên quan,Phải thu của các bên liên quan,20.887.645.256,(16.846.509.560),18.499.845.256,(13.416.539.726),20887645256.0,-16846509560.0,18499845256.0,-13416539726.0
- Công ty CP Dịch vụ Công cộng Đức Long Bảo Lộc,- Công ty CP Dịch vụ Công cộng Đức Long Bảo Lộc,- Công ty CP Dịch vụ Công cộng Đức Long Bảo Lộc,18.186.045.256,(15.902.269.560),16.746.045.256,(13.416.539.726),18186045256.0,-15902269560.0,16746045256.0,-13416539726.0
- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,- Công ty CP Tập đoàn Alpha Seven,2.701.600.000,(944.240.000),1.753.800.000,-,2701600000.0,-944240000.0,1753800000.0,
Phải thu các khách hàng khác,Phải thu các khách hàng khác,Phải thu các khách hàng khác,776.785.209.065,(635.849.939.832),854.299.859.646,(653.975.000.857),776785209065.0,-635849939832.0,854299859646.0,-653975000857.0
- Ông Lý Trần Tiến,- Ông Lý Trần Tiến,- Ông Lý Trần Tiến,391.021.500.000,(391.021.500.000),391.021.500.000,(391.021.500.000),391021500000.0,-391021500000.0,391021500000.0,-391021500000.0
- Ông Nguyễn Tuấn Vũ,- Ông Nguyễn Tuấn Vũ,- Ông Nguyễn Tuấn Vũ,129.695.100.000,(129.695.100.000),133.295.100.000,(133.295.100.000),129695100000.0,-129695100000.0,133295100000.0,-133295100000.0
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,251.879.022.865,(115.133.339.832),329.983.259.646,(129.658.400.857),251879022865.0,-115133339832.0,329983259646.0,-129658400857.0
Cộng,Cộng,Cộng,797.672.854.321,(652.696.449.392),872.799.704.902,(667.391.540.583),797672854321.0,-652696449392.0,872799704902.0,-667391540583.0
