row_label_raw,row_label_full,Đầu tư vào đơn vị khác,Số cuối năm > Giá gốc > 42.150.308.239,Số cuối năm > Giá trị hợp lý(*) > 14.864.405.782,Số cuối năm > Dự phòng > (27.285.902.457),Số đầu năm > Giá gốc > 41.020.404.422,Số đầu năm > Giá trị hợp lý(*) > 9.119.544.290,Số đầu năm > Dự phòng > (31.900.860.132),numeric__Số cuối năm > Giá gốc > 42.150.308.239,numeric__Số cuối năm > Giá trị hợp lý(*) > 14.864.405.782,numeric__Số cuối năm > Dự phòng > (27.285.902.457),numeric__Số đầu năm > Giá gốc > 41.020.404.422,numeric__Số đầu năm > Giá trị hợp lý(*) > 9.119.544.290,numeric__Số đầu năm > Dự phòng > (31.900.860.132)
- Công ty CP Dịch vụCông Cộng Đức LongBảo Lộc\( ^{(1)} \),- Công ty CP Dịch vụCông Cộng Đức LongBảo Lộc\( ^{(1)} \),- Công ty CP Dịch vụCông Cộng Đức LongBảo Lộc\( ^{(1)} \),480.000.000,-,(480.000.000),480.000.000,-,(480.000.000),480000000.0,,-480000000.0,480000000.0,,-480000000.0
- Công ty Cổ phần Tậpđoàn Alpha Seven\( ^{(2)} \),- Công ty Cổ phần Tậpđoàn Alpha Seven\( ^{(2)} \),- Công ty Cổ phần Tậpđoàn Alpha Seven\( ^{(2)} \),"41.670.308.239(#13,613,299.00 HKD)",14.864.405.782,(26.805.902.455),"40.540.404.422(#13,613,299.00HKD)",9.119.544.290,(31.420.860.132),,14864405782.0,-26805902455.0,,9119544290.0,-31420860132.0
Cộng,Cộng,Cộng,42.150.308.239,14.864.405.782,(27.285.902.455),41.020.404.422,9.119.544.290,(31.900.860.132),42150308239.0,14864405782.0,-27285902455.0,41020404422.0,9119544290.0,-31900860132.0
