row_label_raw,row_label_full,Giá trị đầu năm > Tăng trong năm > Phân bổ trong năm,Năm nay > 210.162.922.652 > (49.104.080.459),Năm trước > 255.114.475.127 > - > (48.537.588.167),numeric__Năm nay > 210.162.922.652 > (49.104.080.459),numeric__Năm trước > 255.114.475.127 > - > (48.537.588.167)
Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,2.076.700.943,3.586.035.692,2076700943.0,3586035692.0
Giá trị cuối năm,Giá trị cuối năm,Giá trị cuối năm,163.135.543.136,210.162.922.652,163135543136.0,210162922652.0
