row_label_raw,row_label_full,Lợi ích của CĐKKS trong các công ty,Tại ngày 01/01/2023,Tăng,Lãi/(Lỗ) trong năm,Chia cổ tức,Tăng/(Giảm do thời vốn,Ảnh hưởng của việc thay đổi tỷ giá,Tại ngày 31/12/2023,numeric__Tại ngày 01/01/2023,numeric__Tăng,numeric__Lãi/(Lỗ) trong năm,numeric__Chia cổ tức,numeric__Tăng/(Giảm do thời vốn,numeric__Ảnh hưởng của việc thay đổi tỷ giá,numeric__Tại ngày 31/12/2023
Công ty CP BOT và BT Đức Long Đắk Nông,Công ty CP BOT và BT Đức Long Đắk Nông,Công ty CP BOT và BT Đức Long Đắk Nông,111.907.677.248,-,20.742.649.673,(8.820.000.000),-,-,123.830.326.921,111907677248.0,,20742649673.0,-8820000000.0,,,123830326921.0
Công ty CP BOT và BT Đức Long Gia Lai,Công ty CP BOT và BT Đức Long Gia Lai,Công ty CP BOT và BT Đức Long Gia Lai,6.330.707.514,-,(2.062.792.884),-,-,-,4.267.914.630,6330707514.0,,-2062792884.0,,,,4267914630.0
Công ty CP Bến xe Liên tỉnh Phia Nam Thành Phó Đà Nẵng,Công ty CP Bến xe Liên tỉnh Phia Nam Thành Phó Đà Nẵng,Công ty CP Bến xe Liên tỉnh Phia Nam Thành Phó Đà Nẵng,-,,-,-,-,-,-,,,,,,,
Công ty TNHH Mass Noble Investment,Công ty CP Bến xe Liên tỉnh Phia Nam Thành Phó Đà Nẵng > Công ty TNHH Mass Noble Investment,Công ty TNHH Mass Noble Investment,5.969.093.581,-,(1.784.020.827),-,-,137.426.121,4.322.498.875,5969093581.0,,-1784020827.0,,,137426121.0,4322498875.0
Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai,Công ty CP Bến xe Liên tỉnh Phia Nam Thành Phó Đà Nẵng > Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai,Công ty CP Đầu tư và Phát triển Điện năng Đức Long Gia Lai,4.000.395.833,-,(1.034.730.011),-,-,-,2.965.665.822,4000395833.0,,-1034730011.0,,,,2965665822.0
Cộng,Công ty CP Bến xe Liên tỉnh Phia Nam Thành Phó Đà Nẵng > Cộng,Cộng,128.207.874.176,-,15.861.105.951,(8.820.000.000),-,137.426.121,135.386.406.248,128207874176.0,,15861105951.0,-8820000000.0,,137426121.0,135386406248.0
