row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm nay,Năm trước,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
01,01,01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01 > 01,01,1. Lợi nhuận trước thuế,V.19,(561.817.201.897),(1.183.728.532.315),,,-561817201897.0,-1183728532315.0
01,01 > 01,01,2. Điều chỉnh cho các khoản,,953.390.763.927,1.567.670.480.363,,,953390763927.0,1567670480363.0
02,01 > 02,02,- Khấu hao tài sản cố định và BDS đầu tư,V.10; V.11; V.12; V.16,259.800.174.737,228.192.268.410,,,259800174737.0,228192268410.0
03,01 > 03,03,- Các khoản dự phòng,V.7; V.8; V.14,554.745.062.171,1.168.576.200.702,,,554745062171.0,1168576200702.0
04,01 > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,652.255.740,34.259.831.538,,,652255740.0,34259831538.0
05,01 > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",VII,(215.334.131.405),(225.352.019.281),,,-215334131405.0,-225352019281.0
06,01 > 06,06,- Chỉ phí lãi vay,VI.4,353.527.402.684,361.994.198.994,,,353527402684.0,361994198994.0
07,07,07,- Các khoản điều chỉnh khác,,-,-,,,,
08,07 > 08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,391.573.562.030,383.941.948.048,,,391573562030.0,383941948048.0
09,07 > 09,09,"- Tăng, giảm các khoản phải thu",,65.303.643.925,89.708.182.932,,,65303643925.0,89708182932.0
10,07 > 10,10,"- Tăng, giảm hàng tồn kho",,17.642.644.014,117.159.626.830,,,17642644014.0,117159626830.0
11,07 > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",,2.774.496.547,(292.918.143.805),,,2774496547.0,-292918143805.0
