row_label_raw,row_label_full,col_0,Mức tăng tỷ giá,Ảnh hưởng đến lợi nhuận sau thuế VND,numeric__Mức tăng tỷ giá,numeric__Ảnh hưởng đến lợi nhuận sau thuế VND
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,,
USD,Tại ngày 31 tháng 12 năm 2023 > USD,USD,-3%,(828.324.872),-0.03,-828324872.0
USD,Tại ngày 31 tháng 12 năm 2023 > USD,USD,3%,828.324.872,0.03,828324872.0
