row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2023%/năm,Ngày 31 tháng 12năm 2022%/năm,numeric__Ngày 31 tháng 12năm 2023%/năm,numeric__Ngày 31 tháng 12năm 2022%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"0,90 - 5,00","2,50 - 8,50",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"5,00 - 5,50","4,10 - 4,25",,
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"2,40 - 9,16","0,00 - 10,04",,
Cho vay bằng ngoại tệ,Cho vay bằng VND > Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"0,00","4,56 - 4,71",0.0,
