row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,4.139.476.155.259,4.389.307.648.075,4139476155259.0,4389307648075.0
Ảnh hưởng của hợp nhất báo cáo tài chính,Ảnh hưởng của hợp nhất báo cáo tài chính,Ảnh hưởng của hợp nhất báo cáo tài chính,185.300.034,(200.912.354),185300034.0,-200912354.0
Lợi nhuận thuần trước thuế trước điều chỉnh do hợp nhất báo cáo tài chính,Lợi nhuận thuần trước thuế trước điều chỉnh do hợp nhất báo cáo tài chính,Lợi nhuận thuần trước thuế trước điều chỉnh do hợp nhất báo cáo tài chính,4.139.661.455.293,4.389.106.735.721,4139661455293.0,4389106735721.0
Cộng/(trừ):,Cộng/(trừ):,Cộng/(trừ):,,,,
- Chi phí không được khấu trừ,Cộng/(trừ): > - Chi phí không được khấu trừ,- Chi phí không được khấu trừ,39.231.518.638,8.796.283.086,39231518638.0,8796283086.0
- Các khoản điều chỉnh khác,Cộng/(trừ): > - Các khoản điều chỉnh khác,- Các khoản điều chỉnh khác,(5.609.360),-,-5609360.0,
Thu nhập chịu thuế uốc tính trong năm,Cộng/(trừ): > Thu nhập chịu thuế uốc tính trong năm,Thu nhập chịu thuế uốc tính trong năm,4.178.887.364.571,4.397.903.018.807,4178887364571.0,4397903018807.0
Chi phí thuế TNDN theo thuế suất hiện hành,Cộng/(trừ): > Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,835.777.472.914,879.580.603.761,835777472914.0,879580603761.0
Số lỗ tính thuế công ty con chưa sử dụng,Cộng/(trừ): > Số lỗ tính thuế công ty con chưa sử dụng,Số lỗ tính thuế công ty con chưa sử dụng,(9.099.678),9.099.678,-9099678.0,9099678.0
Điều chỉnh thuế TNDN năm trước,Cộng/(trừ): > Điều chỉnh thuế TNDN năm trước,Điều chỉnh thuế TNDN năm trước,405.081.407,-,405081407.0,
Chi phí thuế TNDN hiện hành,Cộng/(trừ): > Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,836.173.454.643,879.589.703.439,836173454643.0,879589703439.0
