row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay VND,Năm trước VND,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,17.929.055.213.599,13.591.395.433.199,,17929055213599.0,13591395433199.0
Chi phí lãi và các chi phí tương tự đã trả,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(9.438.709.686.228),(6.470.355.792.631),,-9438709686228.0,-6470355792631.0
Thu nhập từ hoạt động dịch vụ nhận được,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,871.248.051.788,1.014.151.753.665,,871248051788.0,1014151753665.0
"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,1.042.504.616.013,(50.123.024.708),,1042504616013.0,-50123024708.0
Thu nhập khác,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,,239.809.079.594,310.477.615.501,,239809079594.0,310477615501.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",32,86.690.315.928,351.078.636.811,32.0,86690315928.0,351078636811.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(3.110.171.374.359),(2.993.178.684.445),,-3110171374359.0,-2993178684445.0
Tiền thuế thu nhập thực nộp trong năm,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,23,(865.017.764.120),(873.300.189.630),23.0,-865017764120.0,-873300189630.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,6.755.408.452.215,4.880.145.747.762,,6755408452215.0,4880145747762.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
Giảm/(tăng) các khoản tiền gửi tại và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > Giảm/(tăng) các khoản tiền gửi tại và cho vay các TCTD khác,Giảm/(tăng) các khoản tiền gửi tại và cho vay các TCTD khác,,613.728.642.844,(746.913.298.251),,613728642844.0,-746913298251.0
(Tăng)/giảm các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > (Tăng)/giảm các khoản về kinh doanh chứng khoán,(Tăng)/giảm các khoản về kinh doanh chứng khoán,,(2.821.194.346.585),8.035.225.446.983,,-2821194346585.0,8035225446983.0
Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,318.570.441.702,(234.237.166.707),,318570441702.0,-234237166707.0
Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(25.046.204.474.079),(17.751.836.724.170),,-25046204474079.0,-17751836724170.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",11,(703.276.451.916),(601.301.819.126),11.0,-703276451916.0,-601301819126.0
Tăng khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(1.764.715.431.571),(644.320.388.069),,-1764715431571.0,-644320388069.0
Những thay đổi về công nợ hoạt động (Giảm)/tăng các khoản nợ Chính phủ và NHNN,Những thay đổi về tài sản hoạt động > Những thay đổi về công nợ hoạt động (Giảm)/tăng các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động (Giảm)/tăng các khoản nợ Chính phủ và NHNN,,(2.500.235.292.044),2.464.022.788.555,,-2500235292044.0,2464022788555.0
"Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD","Những thay đổi về tài sản hoạt động > Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD","Tăng/(giảm) các khoản tiền gửi, tiền vay các TCTD",,8.401.222.337.334,(9.399.381.469.144),,8401222337334.0,-9399381469144.0
Tăng tiền gửi của khách hàng,Những thay đổi về tài sản hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,23.742.743.108.336,3.398.576.534.679,,23742743108336.0,3398576534679.0
Tăng phát hành giấy tờ có giá,Những thay đổi về tài sản hoạt động > Tăng phát hành giấy tờ có giá,Tăng phát hành giấy tờ có giá,,5.785.587.500.000,9.394.087.500.000,,5785587500000.0,9394087500000.0
"Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về tài sản hoạt động > Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng/(giảm) vốn tài trợ, uỷ thác đầu tư, cho vay mà TCTD chịu rủi ro",,1.189.720.863.332,(1.827.928.447.788),,1189720863332.0,-1827928447788.0
Tăng khác về công nợ hoạt động,Những thay đổi về tài sản hoạt động > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,2.670.662.148.197,1.322.779.530.704,,2670662148197.0,1322779530704.0
Chi từ các quỹ của tổ chức tín dụng,Những thay đổi về tài sản hoạt động > Chi từ các quỹ của tổ chức tín dụng,Chi từ các quỹ của tổ chức tín dụng,22,(6.547.777.779),(7.173.752.799),22.0,-6547777779.0,-7173752799.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Những thay đổi về tài sản hoạt động > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,16.635.469.719.986,(1.718.255.517.371),,16635469719986.0,-1718255517371.0
