row_label_raw,row_label_full,Số đầu năm > Tăng trong năm,Năm nay VND > 3.029.310.545.444 > 324.466.167.104,Năm trước VND > 1.656.750.770.246 > 3.038.533.342.183,numeric__Năm nay VND > 3.029.310.545.444 > 324.466.167.104,numeric__Năm trước VND > 1.656.750.770.246 > 3.038.533.342.183
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(19.274.923.817),(17.565.022.165),-19274923817.0,-17565022165.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(4.337.592.240),(25.158.284.949),-4337592240.0,-25158284949.0
Chuyển sang tài sản khác,Chuyển sang tài sản khác,Chuyển sang tài sản khác,(62.687.199.307),(23.250.259.871),-62687199307.0,-23250259871.0
Thanh lý hợp đồng mua sắm tài sản cố định,Thanh lý hợp đồng mua sắm tài sản cố định,Thanh lý hợp đồng mua sắm tài sản cố định,(1.350.000.000.000),(1.600.000.000.000),-1350000000000.0,-1600000000000.0
Số cuối năm,Số cuối năm,Số cuối năm,1.917.476.997.184,3.029.310.545.444,1917476997184.0,3029310545444.0
