row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,8.355.993.396,9.027.615.092,8355993396.0,9027615092.0
- Các khoản phải trả nhân viên,- Các khoản phải trả nhân viên,- Các khoản phải trả nhân viên,8.355.993.396,9.027.615.092,8355993396.0,9027615092.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,7.493.612.693.442,3.100.385.457.870,7493612693442.0,3100385457870.0
- Phải trả dịch vụ thanh toán,- Phải trả dịch vụ thanh toán,- Phải trả dịch vụ thanh toán,4.657.030.842.725,2.434.773.455.667,4657030842725.0,2434773455667.0
- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,507.484.606.668,33.915.089.345,507484606668.0,33915089345.0
- Thuế phải trả,- Thuế phải trả,- Thuế phải trả,397.507.826.869,403.120.884.462,397507826869.0,403120884462.0
- Phải trả dịch vụ kiểu hối,- Phải trả dịch vụ kiểu hối,- Phải trả dịch vụ kiểu hối,86.402.277.810,45.065.141.606,86402277810.0,45065141606.0
- Cổ tức phải trả,- Cổ tức phải trả,- Cổ tức phải trả,18.021.133.195,18.025.379.195,18021133195.0,18025379195.0
- Các khoản phải trả khác,- Các khoản phải trả khác,- Các khoản phải trả khác,1.827.166.006.175,165.485.507.595,1827166006175.0,165485507595.0
Quỹ khen thưởng phúc lợi (*),Quỹ khen thưởng phúc lợi (*),Quỹ khen thưởng phúc lợi (*),135.715.048.773,102.424.213.974,135715048773.0,102424213974.0
,,,7.637.683.735.611,3.211.837.286.936,7637683735611.0,3211837286936.0
