row_label_raw,row_label_full,col_0,Giá trị sổ sách > Số cuối năm VND,Giá trị sổ sách > Số đầu năm VND,numeric__Giá trị sổ sách > Số cuối năm VND,numeric__Giá trị sổ sách > Số đầu năm VND
Bất động sản,Bất động sản,Bất động sản,179.737.008.839.869,170.536.521.610.623,179737008839869.0,170536521610623.0
Động sản,Động sản,Động sản,26.864.575.508.580,26.338.652.329.267,26864575508580.0,26338652329267.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,24.469.745.569.069,23.527.292.788.469,24469745569069.0,23527292788469.0
Tài sản khác,Tài sản khác,Tài sản khác,73.697.978.462.476,50.918.992.023.922,73697978462476.0,50918992023922.0
,,,304.769.308.379.994,271.321.458.752.281,304769308379994.0,271321458752281.0
