row_label_raw,row_label_full,col_0,31/12/2025 > Giá trịVND,31/12/2025 > Dự phòngVND,01/01/2025 > Giá trịVND,01/01/2025 > Dự phòngVND,numeric__31/12/2025 > Giá trịVND,numeric__31/12/2025 > Dự phòngVND,numeric__01/01/2025 > Giá trịVND,numeric__01/01/2025 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chỉ tiết theo nội dung,a.1) Chỉ tiết theo nội dung,a.1) Chỉ tiết theo nội dung,a.1) Chỉ tiết theo nội dung,a.1) Chỉ tiết theo nội dung,a.1) Chỉ tiết theo nội dung,a.1) Chỉ tiết theo nội dung,,,,
"- Phải thu về lãi tiền gửi, tiền cho vay","a.1) Chỉ tiết theo nội dung > - Phải thu về lãi tiền gửi, tiền cho vay","- Phải thu về lãi tiền gửi, tiền cho vay",5.976.800.841,-,18.748.906.524,-,5976800841.0,,18748906524.0,
- Phải thu người lao động,a.1) Chỉ tiết theo nội dung > - Phải thu người lao động,- Phải thu người lao động,25.934.248,-,106.109.098,-,25934248.0,,106109098.0,
- Phải thu về bảo hiểm xã hội,a.1) Chỉ tiết theo nội dung > - Phải thu về bảo hiểm xã hội,- Phải thu về bảo hiểm xã hội,132.467.198,-,261.442.219,-,132467198.0,,261442219.0,
- Tạm ứng,a.1) Chỉ tiết theo nội dung > - Tạm ứng,- Tạm ứng,159.385.295.389,-,118.428.677.748,-,159385295389.0,,118428677748.0,
"- Ký cược, ký quỹ","a.1) Chỉ tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",3.290.525.772.710,(81.331.165.300),827.726.067.578,(48.501.165.300),3290525772710.0,-81331165300.0,827726067578.0,-48501165300.0
- Các khoản chi/bù trừ công nợ hộ,a.1) Chỉ tiết theo nội dung > - Các khoản chi/bù trừ công nợ hộ,- Các khoản chi/bù trừ công nợ hộ,-,-,127.800.526.395,-,,,127800526395.0,
- Phải thu về Hợp tác kinh doanh,a.1) Chỉ tiết theo nội dung > - Phải thu về Hợp tác kinh doanh,- Phải thu về Hợp tác kinh doanh,1.613.802.013.226,-,1.945.287.483.226,-,1613802013226.0,,1945287483226.0,
- Phải thu khác,a.1) Chỉ tiết theo nội dung > - Phải thu khác,- Phải thu khác,95.259.230.357,(5.775.300.324),31.385.551.838,(5.775.300.324),95259230357.0,-5775300324.0,31385551838.0,-5775300324.0
,,,5.165.107.513.969,(87.106.465.624),3.069.744.764.626,(54.276.465.624),5165107513969.0,-87106465624.0,3069744764626.0,-54276465624.0
a.2) Chỉ tiết theo đối tượng,a.2) Chỉ tiết theo đối tượng,a.2) Chỉ tiết theo đối tượng,a.2) Chỉ tiết theo đối tượng,a.2) Chỉ tiết theo đối tượng,a.2) Chỉ tiết theo đối tượng,a.2) Chỉ tiết theo đối tượng,,,,
