row_label_raw,row_label_full,col_0,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,Trong > Tăng,Trong > Giảm,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ,numeric__Trong > Tăng,numeric__Trong > Giảm,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ
- Trái phiếu dài hạn đến hạn trả,- Trái phiếu dài hạn đến hạn trả,- Trái phiếu dài hạn đến hạn trả,VND,VND,VND,VND,VND,VND,,,,,,
- Trái phiếu dài hạn đến hạn trả,- Trái phiếu dài hạn đến hạn trả > - Trái phiếu dài hạn đến hạn trả,- Trái phiếu dài hạn đến hạn trả,353.548.300.000,353.548.300.000,-,353.548.300.000,-,-,353548300000.0,353548300000.0,,353548300000.0,,
- Trái phiếu dài hạn đến hạn trả,- Trái phiếu dài hạn đến hạn trả > - Trái phiếu dài hạn đến hạn trả,- Trái phiếu dài hạn đến hạn trả,946.016.535.646,946.016.535.646,2.969.532.936.368,3.255.749.695.362,659.799.776.652,659.799.776.652,946016535646.0,946016535646.0,2969532936368.0,3255749695362.0,659799776652.0,659799776652.0
b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,,,,,,
- Vay dài hạn (**),b) Vay dài hạn > - Vay dài hạn (**),- Vay dài hạn (**),1.271.997.780,1.271.997.780,227.510.000.000,5.677.751.157,223.104.246.623,223.104.246.623,1271997780.0,1271997780.0,227510000000.0,5677751157.0,223104246623.0,223104246623.0
+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty mẹ),b) Vay dài hạn > + Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty mẹ),+ Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty mẹ),1.271.997.780,1.271.997.780,-,760.053.328,511.944.452,511.944.452,1271997780.0,1271997780.0,,760053328.0,511944452.0,511944452.0
+ Ngân hàng TMCP Quân Đội - Chi nhánh Đống Đa (tại Công ty mẹ),b) Vay dài hạn > + Ngân hàng TMCP Quân Đội - Chi nhánh Đống Đa (tại Công ty mẹ),+ Ngân hàng TMCP Quân Đội - Chi nhánh Đống Đa (tại Công ty mẹ),-,-,182.550.000.000,750.000.000,181.800.000.000,181.800.000.000,,,182550000000.0,750000000.0,181800000000.0,181800000000.0
+ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hà Thành (tại Công ty mẹ),b) Vay dài hạn > + Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hà Thành (tại Công ty mẹ),+ Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Hà Thành (tại Công ty mẹ),-,-,35.360.000.000,4.167.697.829,31.192.302.171,31.192.302.171,,,35360000000.0,4167697829.0,31192302171.0,31192302171.0
+ Ngân hàng TMCP Quân Đội - Chi nhánh Phú Quốc (tại Cenhomes),b) Vay dài hạn > + Ngân hàng TMCP Quân Đội - Chi nhánh Phú Quốc (tại Cenhomes),+ Ngân hàng TMCP Quân Đội - Chi nhánh Phú Quốc (tại Cenhomes),-,-,9.600.000.000,-,9.600.000.000,9.600.000.000,,,9600000000.0,,9600000000.0,9600000000.0
- Trái phiếu thường (***),b) Vay dài hạn > - Trái phiếu thường (***),- Trái phiếu thường (***),353.548.300.000,353.548.300.000,-,353.548.300.000,-,,353548300000.0,353548300000.0,,353548300000.0,,
- Trái phiếu thường (***),b) Vay dài hạn > - Trái phiếu thường (***),- Trái phiếu thường (***),354.820.297.780,354.820.297.780,227.510.000.000,359.226.051.157,223.104.246.623,223.104.246.623,354820297780.0,354820297780.0,227510000000.0,359226051157.0,223104246623.0,223104246623.0
Khoản đến hạn trả trong vòng 12 tháng,b) Vay dài hạn > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,(354.308.353.328),(354.308.353.328),(53.159.002.028),(359.226.051.157),(48.241.304.199),(48.241.304.199),-354308353328.0,-354308353328.0,-53159002028.0,-359226051157.0,-48241304199.0,-48241304199.0
Khoản đến hạn trả sau 12 tháng,b) Vay dài hạn > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,511.944.452,511.944.452,174.350.997.972,-,174.862.942.424,174.862.942.424,511944452.0,511944452.0,174350997972.0,,174862942424.0,174862942424.0
