row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2025 > VND,01/01/2025 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2025 > VND,numeric__01/01/2025 > VND
300,300,300,C. NỘ PHẢI TRẢ,,1.597.888.461.249,1.519.100.039.375,,,1597888461249.0,1519100039375.0
310,310,310,I. Nợ ngắn hạn,,1.360.223.645.027,1.446.244.717.290,,,1360223645027.0,1446244717290.0
311,311,311,1. Phải trả người bán ngắn hạn,19,166.199.584.322,133.411.171.349,,19.0,166199584322.0,133411171349.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,5.751.010.961,9.250.735.144,,20.0,5751010961.0,9250735144.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,21,131.762.791.048,100.953.539.629,,21.0,131762791048.0,100953539629.0
314,314,314,4. Phải trả người lao động,,131.209.698.135,64.767.763.661,,,131209698135.0,64767763661.0
315,315,315,5. Chi phí phải trả ngắn hạn,22,58.839.334.786,27.539.776.215,,22.0,58839334786.0,27539776215.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,15.375.056.210,31.302.689.158,,24.0,15375056210.0,31302689158.0
319,319,319,7. Phải trả ngắn hạn khác,23,183.420.921.019,125.137.034.594,,23.0,183420921019.0,125137034594.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,18,659.799.776.652,946.016.535.646,,18.0,659799776652.0,946016535646.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,7.865.471.894,7.865.471.894,,,7865471894.0,7865471894.0
330,330,330,II. Nợ dài hạn,,237.664.816.222,72.855.322.085,,,237664816222.0,72855322085.0
332,332,332,1. Người mua trả tiền trước dài hạn,20,10.017.946.371,-,,20.0,10017946371.0,
336,336,336,2. Doanh thu chưa thực hiện dài hạn,24,48.137.960.687,68.055.155.893,,24.0,48137960687.0,68055155893.0
337,337,337,3. Phải trả dài hạn khác,23,4.645.966.740,4.288.221.740,,23.0,4645966740.0,4288221740.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,18,174.862.942.424,511.944.452,,18.0,174862942424.0,511944452.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,5.946.968.278.583,5.661.609.822.416,,,5946968278583.0,5661609822416.0
410,410,410,I. Vốn chủ sở hữu,25,5.946.968.278.583,5.661.609.822.416,,25.0,5946968278583.0,5661609822416.0
411,411,411,1. Vốn góp của chủ sở hữu,,4.636.785.340.000,4.636.785.340.000,,,4636785340000.0,4636785340000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,4.636.785.340.000,4.636.785.340.000,,,4636785340000.0,4636785340000.0
412,412,412,2. Thặng dư vốn cổ phần,,149.798.900.000,149.798.900.000,,,149798900000.0,149798900000.0
414,414,414,3. Vốn khác của chủ sở hữu,,54.125.000.000,54.125.000.000,,,54125000000.0,54125000000.0
415,415,415,4. Cổ phiếu quỹ,,(1.080.000),(1.080.000),,,-1080000.0,-1080000.0
418,418,418,5. Quỹ đầu tư phát triển,,143.649.701.920,143.649.701.920,,,143649701920.0,143649701920.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,706.995.282.313,634.935.706.803,,,706995282313.0,634935706803.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,633.692.486.053,593.887.660.454,,,633692486053.0,593887660454.0
421b,421b,421b,- LNST chưa phân phối năm nay,,73.302.796.260,41.048.046.349,,,73302796260.0,41048046349.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,255.615.134.350,42.316.253.693,,,255615134350.0,42316253693.0
