row_label_raw,row_label_full,col_0,Vốn đầu tư của chủ sở hữu,Thặng dư vốn cổ phần,Vốn khác của chủ sở hữu,Cổ phiếu quỹ,Quỹ đầu tư phát triển,Lợi nhuận chưa phân phối,Lợi ích cổ đông không kiểm soát,Cộng,numeric__Vốn đầu tư của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Vốn khác của chủ sở hữu,numeric__Cổ phiếu quỹ,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận chưa phân phối,numeric__Lợi ích cổ đông không kiểm soát,numeric__Cộng
,,,VND,VND,VND,VND,VND,VND,VND,VND,,,,,,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,4.636.785.340.000,149.798.900.000,54.125.000.000,(1.080.000),143.649.701.920,594.159.821.343,42.016.836.126,5.620.534.519.389,4636785340000.0,149798900000.0,54125000000.0,-1080000.0,143649701920.0,594159821343.0,42016836126.0,5620534519389.0
Lãi trong năm trước,Lãi trong năm trước,Lãi trong năm trước,-,-,-,-,-,41.048.046.349,738.457.204,41.786.503.553,,,,,,41048046349.0,738457204.0,41786503553.0
Giảm khác tại Công ty con,Giảm khác tại Công ty con,Giảm khác tại Công ty con,-,-,-,-,-,(268.578.839),(439.039.637),(707.618.476),,,,,,-268578839.0,-439039637.0,-707618476.0
Giảm khác tại Cen Land,Giảm khác tại Cen Land,Giảm khác tại Cen Land,-,-,-,-,-,(3.582.050),-,(3.582.050),,,,,,-3582050.0,,-3582050.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,4.636.785.340.000,149.798.900.000,54.125.000.000,(1.080.000),143.649.701.920,634.935.706.803,42.316.253.693,5.661.609.822.416,4636785340000.0,149798900000.0,54125000000.0,-1080000.0,143649701920.0,634935706803.0,42316253693.0,5661609822416.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,4.636.785.340.000,149.798.900.000,54.125.000.000,(1.080.000),143.649.701.920,634.935.706.803,42.316.253.693,5.661.609.822.416,4636785340000.0,149798900000.0,54125000000.0,-1080000.0,143649701920.0,634935706803.0,42316253693.0,5661609822416.0
Tăng vốn trong năm nay do hợp nhất Công ty Cổ phần Đầu tư Thành Đạt VN,Tăng vốn trong năm nay do hợp nhất Công ty Cổ phần Đầu tư Thành Đạt VN,Tăng vốn trong năm nay do hợp nhất Công ty Cổ phần Đầu tư Thành Đạt VN,-,-,-,-,-,-,209.000.000.000,209.000.000.000,,,,,,,209000000000.0,209000000000.0
Tăng vốn trong năm nay do cổ đông tại Công ty Cổ phần Bất động sản Cen SPC góp vốn,Tăng vốn trong năm nay do cổ đông tại Công ty Cổ phần Bất động sản Cen SPC góp vốn,Tăng vốn trong năm nay do cổ đông tại Công ty Cổ phần Bất động sản Cen SPC góp vốn,-,-,-,-,-,-,1.700.000.000,1.700.000.000,,,,,,,1700000000.0,1700000000.0
Lãi trong năm nay,Lãi trong năm nay,Lãi trong năm nay,-,-,-,-,-,73.302.796.260,1.796.169.667,75.098.965.927,,,,,,73302796260.0,1796169667.0,75098965927.0
Thay đổi tỷ lệ sở hữu vốn tại Cen Hung Yên,Thay đổi tỷ lệ sở hữu vốn tại Cen Hung Yên,Thay đổi tỷ lệ sở hữu vốn tại Cen Hung Yên,-,-,-,-,-,149.812.653,(149.812.653),-,,,,,,149812653.0,-149812653.0,
Thay đổi tỷ lệ sở hữu vốn tại Cen Miền Trung,Thay đổi tỷ lệ sở hữu vốn tại Cen Miền Trung,Thay đổi tỷ lệ sở hữu vốn tại Cen Miền Trung,-,-,-,-,-,(1.030.152.630),755.152.630,(275.000.000),,,,,,-1030152630.0,755152630.0,-275000000.0
Giảm khác tại Công ty mẹ,Giảm khác tại Công ty mẹ,Giảm khác tại Công ty mẹ,-,-,-,-,-,(4.209.394),-,(4.209.394),,,,,,-4209394.0,,-4209394.0
Tăng/Giảm khác,Tăng/Giảm khác,Tăng/Giảm khác,-,-,-,-,-,(358.671.379),197.371.013,(161.300.366),,,,,,-358671379.0,197371013.0,-161300366.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,4.636.785.340.000,149.798.900.000,54.125.000.000,(1.080.000),143.649.701.920,706.995.282.313,255.615.134.350,5.946.968.278.583,4636785340000.0,149798900000.0,54125000000.0,-1080000.0,143649701920.0,706995282313.0,255615134350.0,5946968278583.0
