row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
,,,VND,VND,VND,VND,,,,
- Hợp tác kinh doanh,- Hợp tác kinh doanh,- Hợp tác kinh doanh,1.613.802.013.226,-,1.945.287.483.226,-,1613802013226.0,,1945287483226.0,
Hợp tác kinh doanh tại Công ty mẹ,Hợp tác kinh doanh tại Công ty mẹ,Hợp tác kinh doanh tại Công ty mẹ,1.259.002.013.226,-,1.945.287.483.226,-,1259002013226.0,,1945287483226.0,
+ Công ty Cổ phần Bất Động Sản Galaxy Land (9.2),+ Công ty Cổ phần Bất Động Sản Galaxy Land (9.2),+ Công ty Cổ phần Bất Động Sản Galaxy Land (9.2),1.145.287.483.226,-,1.145.287.483.226,-,1145287483226.0,,1145287483226.0,
+ Công ty Cổ phần Đầu tư Thành Đạt VN (10),+ Công ty Cổ phần Đầu tư Thành Đạt VN (10),+ Công ty Cổ phần Đầu tư Thành Đạt VN (10),-,-,800.000.000.000,-,,,800000000000.0,
+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (11),+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (11),+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (11),113.714.530.000,-,-,-,113714530000.0,,,
Hợp tác kinh doanh tại Công ty Cổ phần Đầu tư Thành Đạt VN (12),Hợp tác kinh doanh tại Công ty Cổ phần Đầu tư Thành Đạt VN (12),Hợp tác kinh doanh tại Công ty Cổ phần Đầu tư Thành Đạt VN (12),354.800.000.000,-,-,-,354800000000.0,,,
- Phải thu khác,- Phải thu khác,- Phải thu khác,254.802.927.192,(5.775.300.324),277.982.307.298,(5.775.300.324),254802927192.0,-5775300324.0,277982307298.0,-5775300324.0
+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,+ Công ty TNHH Giải pháp và Công nghệ An Thịnh,384.300.000,(384.300.000),384.300.000,(384.300.000),384300000.0,-384300000.0,384300000.0,-384300000.0
+ Công ty TNHH Địa ốc Gia Phú,+ Công ty TNHH Địa ốc Gia Phú,+ Công ty TNHH Địa ốc Gia Phú,5.391.000.324,(5.391.000.324),5.391.000.324,(5.391.000.324),5391000324.0,-5391000324.0,5391000324.0,-5391000324.0
+ Công ty TNHH Kinh doanh Bất động sản M Home,+ Công ty TNHH Kinh doanh Bất động sản M Home,+ Công ty TNHH Kinh doanh Bất động sản M Home,26.800.000.000,-,-,-,26800000000.0,,,
+ Bà Đình Thùy Dương,+ Bà Đình Thùy Dương,+ Bà Đình Thùy Dương,-,-,127.800.526.395,-,,,127800526395.0,
