row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
,,,VND,VND,,
Chi phí thuế TNDN hiện hành tại Công ty mẹ,Chi phí thuế TNDN hiện hành tại Công ty mẹ,Chi phí thuế TNDN hiện hành tại Công ty mẹ,23.427.972.847,14.218.834.157,23427972847.0,14218834157.0
Chi phí thuế TNDN hiện hành tại các Công ty con,Chi phí thuế TNDN hiện hành tại các Công ty con,Chi phí thuế TNDN hiện hành tại các Công ty con,2.983.497.058,1.288.724.688,2983497058.0,1288724688.0
- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,23.416.400,75.032.801,23416400.0,75032801.0
- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,45.580.567,913.506.974,45580567.0,913506974.0
- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,778.904.217,300.184.913,778904217.0,300184913.0
- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,107.725.970,-,107725970.0,
- Công ty Cổ phần Bất động sản An Holding,- Công ty Cổ phần Bất động sản An Holding,- Công ty Cổ phần Bất động sản An Holding,1.504.148.552,-,1504148552.0,
- Công ty TNHH Cen Prime,- Công ty TNHH Cen Prime,- Công ty TNHH Cen Prime,413.985.292,-,413985292.0,
- Công ty Cổ phần Đầu tư Thành Đạt VN,- Công ty Cổ phần Đầu tư Thành Đạt VN,- Công ty Cổ phần Đầu tư Thành Đạt VN,109.736.060,-,109736060.0,
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,26.411.469.905,15.507.558.845,26411469905.0,15507558845.0
