row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên liên quan,Bên liên quan,Bên liên quan,10.378.620.161,10.378.620.161,18.539.410.153,18.539.410.153,10378620161.0,10378620161.0,18539410153.0,18539410153.0
- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,4.198.153.717,4.198.153.717,6.110.430.103,6.110.430.103,4198153717.0,4198153717.0,6110430103.0,6110430103.0
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,87.775.603,87.775.603,1.959.736.603,1.959.736.603,87775603.0,87775603.0,1959736603.0,1959736603.0
- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bắt động sản Thế Kỳ,6.092.690.841,6.092.690.841,10.469.243.447,10.469.243.447,6092690841.0,6092690841.0,10469243447.0,10469243447.0
Bên khác,Bên khác,Bên khác,155.820.964.161,155.820.964.161,114.871.761.196,114.871.761.196,155820964161.0,155820964161.0,114871761196.0,114871761196.0
- Công ty Cổ phần Bắt động sản Ngaland,- Công ty Cổ phần Bắt động sản Ngaland,- Công ty Cổ phần Bắt động sản Ngaland,3.207.081.698,3.207.081.698,6.103.217.633,6.103.217.633,3207081698.0,3207081698.0,6103217633.0,6103217633.0
- Công ty Cổ phần Công nghệ Quốc tế GTech,- Công ty Cổ phần Công nghệ Quốc tế GTech,- Công ty Cổ phần Công nghệ Quốc tế GTech,9.985.000.000,9.985.000.000,9.985.000.000,9.985.000.000,9985000000.0,9985000000.0,9985000000.0,9985000000.0
- Công ty Cổ phần Phát triển nhà Bình Minh,- Công ty Cổ phần Phát triển nhà Bình Minh,- Công ty Cổ phần Phát triển nhà Bình Minh,16.271.028.683,16.271.028.683,5.662.769.029,5.662.769.029,16271028683.0,16271028683.0,5662769029.0,5662769029.0
- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,126.357.853.780,126.357.853.780,93.120.774.534,93.120.774.534,126357853780.0,126357853780.0,93120774534.0,93120774534.0
,,,166.199.584.322,166.199.584.322,133.411.171.349,133.411.171.349,166199584322.0,166199584322.0,133411171349.0,133411171349.0
