row_label_raw,row_label_full,Công ty Cổ phần Ngôi sao Unik,"Số 137 Nguyễn Ngọc Vũ, phường Yên Hòa, thành phố Hà Nội","40,80%",51%,Truyền thông và giải trí,"numeric__Số 137 Nguyễn Ngọc Vũ, phường Yên Hòa, thành phố Hà Nội","numeric__40,80%",numeric__51%,numeric__Truyền thông và giải trí
Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen,Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen,Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen,Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen,Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen,Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen,Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen,,,,
Công ty Cổ phần Cen Housing (**),Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen > Công ty Cổ phần Cen Housing (**),Công ty Cổ phần Cen Housing (**),"Số 137 Nguyễn Ngọc Vũ, phường Yên Hòa, thành phố Hà Nội","49,28%",51%,"Môi giới, tư vấn, quản lý bất động sản và các ngành nghề hỗ trợ, liên quan khác.",,0.4928,0.51,
Công ty Cổ phần Cen Vĩnh Phú (trước đây là Công ty Cổ phần Cen Vĩnh Phúc),Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen > Công ty Cổ phần Cen Vĩnh Phú (trước đây là Công ty Cổ phần Cen Vĩnh Phúc),Công ty Cổ phần Cen Vĩnh Phú (trước đây là Công ty Cổ phần Cen Vĩnh Phúc),"166 Nguyễn Công Trữ, phường Vĩnh Phúc, Phú Thọ",54%,54%,"Môi giới, tư vấn, quản lý bất động sản và các ngành nghề hỗ trợ, liên quan khác.",,0.54,0.54,
Công ty Cổ phần Cen Miền Trung,Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen > Công ty Cổ phần Cen Miền Trung,Công ty Cổ phần Cen Miền Trung,"220 Nguyễn Hữu Thọ, phường Hòa Cường, thành phố Đà Nẵng",54%,54%,"Môi giới, tư vấn, quản lý bất động sản và các ngành nghề hỗ trợ, liên quan khác.",,0.54,0.54,
Công ty Cổ phần Cen Bắc Ninh,Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen > Công ty Cổ phần Cen Bắc Ninh,Công ty Cổ phần Cen Bắc Ninh,"Tầng 9 tòa nhà VNPT, số 33 Lý Thái Tổ, phường Kinh Bắc, Bắc Ninh",54%,54%,"Môi giới, tư vấn, quản lý bất động sản và các ngành nghề hỗ trợ, liên quan khác.",,0.54,0.54,
Công ty Cổ phần Cen Hưng Yên,Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen > Công ty Cổ phần Cen Hưng Yên,Công ty Cổ phần Cen Hưng Yên,"Tầng 3, Tòa nhà Tiến Đạt, số 109 Bùi Thị Cúc, phường Mỹ Hào, tỉnh Hưng Yên",51%,51%,"Môi giới, tư vấn, quản lý bất động sản và các ngành nghề hỗ trợ, liên quan khác.",,0.51,0.51,
Công ty Cổ phần Cen Thanh Hóa,Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen > Công ty Cổ phần Cen Thanh Hóa,Công ty Cổ phần Cen Thanh Hóa,"Lô 13, đường Thống Nhất, Thôn 5, phường Quảng Phú, tỉnh Thanh Hóa.",51%,51%,"Môi giới, tư vấn, quản lý bất động sản và các ngành nghề hỗ trợ, liên quan khác.",,0.51,0.51,
Công ty Cổ phần Cen Hải Phòng,Công ty con của Công ty TNHH Quản lý Đối tác Liên kết Cen > Công ty Cổ phần Cen Hải Phòng,Công ty Cổ phần Cen Hải Phòng,"Phòng 605 – 606, Tầng 6, Tòa nhà MB, Số 6, Lô 30A, đường Lê Hồng Phong, phường Gia Viên, thành phố Hải Phòng",51%,51%,"Môi giới, tư vấn, quản lý bất động sản và các ngành nghề hỗ trợ, liên quan khác.",,0.51,0.51,
