row_label_raw,row_label_full,col_0,Lãi suất năm,Thời hạn vay,Mục đích vay,Hình thức bảo đảm,31/12/2025 > VND,01/01/2025 > VND,numeric__Lãi suất năm,numeric__Thời hạn vay,numeric__Mục đích vay,numeric__Hình thức bảo đảm,numeric__31/12/2025 > VND,numeric__01/01/2025 > VND
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,611.558.472.453,591.708.182.318,,,,,611558472453.0,591708182318.0
Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty mẹ),Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty mẹ),Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty mẹ),"5,2% - 6,9%",160 ngày,Bổ sung vốn lưu động,Tài sản (1),445.776.566.666,332.311.607.573,,,,,445776566666.0,332311607573.0
Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Đồng Đa (tại Công ty mẹ),Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Đồng Đa (tại Công ty mẹ),Ngân hàng Thương mại Cổ phần Quân Đội - Chi nhánh Đồng Đa (tại Công ty mẹ),"7,86%",Tối đa 12 tháng,Bổ sung vốn lưu động,Tài sản (2),22.984.310.549,135.000.000.000,0.0786,,,,22984310549.0,135000000000.0
Ngân hàng TNHH Indovina - Chi nhánh Thiên Long (tại Công ty mẹ),Ngân hàng TNHH Indovina - Chi nhánh Thiên Long (tại Công ty mẹ),Ngân hàng TNHH Indovina - Chi nhánh Thiên Long (tại Công ty mẹ),"7,5%",06 tháng,Bổ sung vốn lưu động,Tài sản (3),69.316.818.008,99.615.838.789,0.075,,,,69316818008.0,99615838789.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Cen Sài Gòn),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Cen Sài Gòn),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Cen Sài Gòn),"4,5%",12 tháng,Bổ sung vốn lưu động,Hợp đồng cảm cố tiền gửi,-,408.679.687,0.045,,,,,408679687.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty TNHH Quản lý Đối tác Liên kết Cen),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty TNHH Quản lý Đối tác Liên kết Cen),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty TNHH Quản lý Đối tác Liên kết Cen),"4,5%",12 tháng,Phục vụ hoạt động sản xuất kinh doanh,Hợp đồng cảm cố tiền gửi,-,3.715.043.949,0.045,,,,,3715043949.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty Cen Academy),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty Cen Academy),Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Thái Hà (tại Công ty Cen Academy),"4,8%",12 tháng,Phục vụ sản xuất kinh doanh,Hợp đồng cảm cố tiền gửi (4),69.879.356.000,20.657.012.320,0.048,,,,69879356000.0,20657012320.0
Ngân hàng TMCP Việt Nam Thịnh Vượng (tại Cen Academy),Ngân hàng TMCP Việt Nam Thịnh Vượng (tại Cen Academy),Ngân hàng TMCP Việt Nam Thịnh Vượng (tại Cen Academy),"7% - 8,5%",12 tháng,Bổ sung vốn lưu động,Bất động sản (5),3.601.421.230,-,,,,,3601421230.0,
,,,,,,,611.558.472.453,591.708.182.318,,,,,611558472453.0,591708182318.0
