row_label_raw,row_label_full,col_0,31/12/2025 > Giá gốc,31/12/2025 > Giá trị có thể thu hồi,01/01/2025 > Giá gốc,01/01/2025 > Giá trị có thể thu hồi,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Giá trị có thể thu hồi,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Giá trị có thể thu hồi
,,,VND,VND,VND,VND,,,,
+ Công ty Cổ phần TMS Bất động sản,+ Công ty Cổ phần TMS Bất động sản,+ Công ty Cổ phần TMS Bất động sản,3.727.756.578,-,3.727.756.578,-,3727756578.0,,3727756578.0,
+ Công ty Cổ phần EMPIRE PROPERTY,+ Công ty Cổ phần EMPIRE PROPERTY,+ Công ty Cổ phần EMPIRE PROPERTY,179.901.920,-,179.901.920,-,179901920.0,,179901920.0,
+ Công ty Cổ phần ECOLAND,+ Công ty Cổ phần ECOLAND,+ Công ty Cổ phần ECOLAND,147.024.316,-,147.024.316,-,147024316.0,,147024316.0,
+ Công ty Cổ phần Tập đoàn Phúc Sơn,+ Công ty Cổ phần Tập đoàn Phúc Sơn,+ Công ty Cổ phần Tập đoàn Phúc Sơn,22.373.972.812,-,22.373.972.812,-,22373972812.0,,22373972812.0,
+ Công ty Cổ phần Max Việt Nam,+ Công ty Cổ phần Max Việt Nam,+ Công ty Cổ phần Max Việt Nam,252.936.200,-,252.936.200,-,252936200.0,,252936200.0,
+ Công ty Cổ phần Bất động sản LinkHouse Miền Trung,+ Công ty Cổ phần Bất động sản LinkHouse Miền Trung,+ Công ty Cổ phần Bất động sản LinkHouse Miền Trung,307.200.001,-,307.200.001,-,307200001.0,,307200001.0,
+ Công ty Cổ phần Dịch vụ Bất động sản Sao Việt,+ Công ty Cổ phần Dịch vụ Bất động sản Sao Việt,+ Công ty Cổ phần Dịch vụ Bất động sản Sao Việt,55.378.595,-,55.378.595,-,55378595.0,,55378595.0,
+ Các đối tượng khác,+ Các đối tượng khác,+ Các đối tượng khác,490.226.601,123.026.173,490.226.601,123.026.173,490226601.0,123026173.0,490226601.0,123026173.0
Trả trước người bán,Trả trước người bán,Trả trước người bán,1.652.015.224,135.806.462,1.652.015.224,135.806.462,1652015224.0,135806462.0,1652015224.0,135806462.0
