row_label_raw,row_label_full,"- Tầng 4, tháp A Sky City số 88 Láng Hạ, phường Láng, Thành phố Hà Nội"
"- Tầng 2, 3 - Tòa nhà Golden Place, phường Yên Hoà, Thành phố Hà Nội","- Tầng 2, 3 - Tòa nhà Golden Place, phường Yên Hoà, Thành phố Hà Nội","- Tầng 2, 3 - Tòa nhà Golden Place, phường Yên Hoà, Thành phố Hà Nội"
"- Tầng 1 và 2 của các tòa K1, K2, K3 – Công trình chung cư kết hợp dịch vụ trên ô đất ký hiệu H-CT2, thuộc Dự án đầu tư xây dựng khu nhà ở Hi Brand tại khu đô thị mới Văn Phú, phường Kiến Hưng, Thành phố Hà Nội, có tên thương mại là “The K-park”","- Tầng 1 và 2 của các tòa K1, K2, K3 – Công trình chung cư kết hợp dịch vụ trên ô đất ký hiệu H-CT2, thuộc Dự án đầu tư xây dựng khu nhà ở Hi Brand tại khu đô thị mới Văn Phú, phường Kiến Hưng, Thành phố Hà Nội, có tên thương mại là “The K-park”","- Tầng 1 và 2 của các tòa K1, K2, K3 – Công trình chung cư kết hợp dịch vụ trên ô đất ký hiệu H-CT2, thuộc Dự án đầu tư xây dựng khu nhà ở Hi Brand tại khu đô thị mới Văn Phú, phường Kiến Hưng, Thành phố Hà Nội, có tên thương mại là “The K-park”"
"- Tầng 1,2 tòa nhà 137 Nguyễn Ngọc Vũ, phường Yên Hoà, Thành phố Hà Nội","- Tầng 1,2 tòa nhà 137 Nguyễn Ngọc Vũ, phường Yên Hoà, Thành phố Hà Nội","- Tầng 1,2 tòa nhà 137 Nguyễn Ngọc Vũ, phường Yên Hoà, Thành phố Hà Nội"
"- Tổ 3 Cụm Kiến Thiết, phường Thanh Xuân, Thành phố Hà Nội","- Tổ 3 Cụm Kiến Thiết, phường Thanh Xuân, Thành phố Hà Nội","- Tổ 3 Cụm Kiến Thiết, phường Thanh Xuân, Thành phố Hà Nội"
"- Số 2 đường D21 (Khu dân cư phường Phước Long B), Khu phố 6, phường Phước Long, Thành phố Hồ Chí Minh","- Số 2 đường D21 (Khu dân cư phường Phước Long B), Khu phố 6, phường Phước Long, Thành phố Hồ Chí Minh","- Số 2 đường D21 (Khu dân cư phường Phước Long B), Khu phố 6, phường Phước Long, Thành phố Hồ Chí Minh"
"- Lô T5-2 và Lô T6, đường D11B, Khu công nghệ cao, phường Tăng Nhơn Phú, Thành phố Hồ Chí Minh","- Lô T5-2 và Lô T6, đường D11B, Khu công nghệ cao, phường Tăng Nhơn Phú, Thành phố Hồ Chí Minh","- Lô T5-2 và Lô T6, đường D11B, Khu công nghệ cao, phường Tăng Nhơn Phú, Thành phố Hồ Chí Minh"
"- 57 Nguyễn Cơ Thạch, phường An Khánh, TP Hồ Chí Minh","- 57 Nguyễn Cơ Thạch, phường An Khánh, TP Hồ Chí Minh","- 57 Nguyễn Cơ Thạch, phường An Khánh, TP Hồ Chí Minh"
"- Tầng 3, Tòa nhà Tiến Đạt, số 109 Bùi Thị Cúc, phường Mỹ Hào, Tỉnh Hưng Yên, Việt Nam","- Tầng 3, Tòa nhà Tiến Đạt, số 109 Bùi Thị Cúc, phường Mỹ Hào, Tỉnh Hưng Yên, Việt Nam","- Tầng 3, Tòa nhà Tiến Đạt, số 109 Bùi Thị Cúc, phường Mỹ Hào, Tỉnh Hưng Yên, Việt Nam"
"- Tầng 9 tòa nhà VNPT, số 33 Lý Thái Tổ, phường Kinh Bắc, Bắc Ninh","- Tầng 9 tòa nhà VNPT, số 33 Lý Thái Tổ, phường Kinh Bắc, Bắc Ninh","- Tầng 9 tòa nhà VNPT, số 33 Lý Thái Tổ, phường Kinh Bắc, Bắc Ninh"
"- Lô L4-C, Tầng 4 lô C, Tòa nhà Sun Acora Residence, số 3 đường Lương Yên, phường Hai Bà Trung, Thành phố Hà Nội.","- Lô L4-C, Tầng 4 lô C, Tòa nhà Sun Acora Residence, số 3 đường Lương Yên, phường Hai Bà Trung, Thành phố Hà Nội.","- Lô L4-C, Tầng 4 lô C, Tòa nhà Sun Acora Residence, số 3 đường Lương Yên, phường Hai Bà Trung, Thành phố Hà Nội."
"- Tòa nhà 137 Nguyễn Ngọc Vũ, phường Yên Hoà, Thành phố Hà Nội.","- Tòa nhà 137 Nguyễn Ngọc Vũ, phường Yên Hoà, Thành phố Hà Nội.","- Tòa nhà 137 Nguyễn Ngọc Vũ, phường Yên Hoà, Thành phố Hà Nội."
