row_label_raw,row_label_full,a) Tài sản thuế thu nhập hoãn lại,31/12/2025,01/01/2025,numeric__31/12/2025,numeric__01/01/2025
a) Tài sản thuế thu nhập hoãn lại,a) Tài sản thuế thu nhập hoãn lại,a) Tài sản thuế thu nhập hoãn lại,VND,VND,,
- Tài sản thuế thu nhập hoãn lại lại phát sinh từ việc tạm nộp 1% tiền thu từ nộp tiền mua dự án bắt động sản tại Công ty Cổ phần Đầu tư Thành Đạt VN,a) Tài sản thuế thu nhập hoãn lại > - Tài sản thuế thu nhập hoãn lại lại phát sinh từ việc tạm nộp 1% tiền thu từ nộp tiền mua dự án bắt động sản tại Công ty Cổ phần Đầu tư Thành Đạt VN,- Tài sản thuế thu nhập hoãn lại lại phát sinh từ việc tạm nộp 1% tiền thu từ nộp tiền mua dự án bắt động sản tại Công ty Cổ phần Đầu tư Thành Đạt VN,109.736.060,-,109736060.0,
Tài sản thuế thu nhập hoãn lại,a) Tài sản thuế thu nhập hoãn lại > Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,109.736.060,-,109736060.0,
b) Chi phí thuế TNDN hoãn lại,b) Chi phí thuế TNDN hoãn lại,b) Chi phí thuế TNDN hoãn lại,,,,
b) Chi phí thuế TNDN hoãn lại,b) Chi phí thuế TNDN hoãn lại,b) Chi phí thuế TNDN hoãn lại,Năm 2025,Năm 2024,,
b) Chi phí thuế TNDN hoãn lại,b) Chi phí thuế TNDN hoãn lại,b) Chi phí thuế TNDN hoãn lại,VND,VND,,
Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc tạm nộp 1% tiền thu từ nộp tiền mua dự án bắt động sản tại Công ty Cổ phần Đầu tư Thành Đạt VN,b) Chi phí thuế TNDN hoãn lại > Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc tạm nộp 1% tiền thu từ nộp tiền mua dự án bắt động sản tại Công ty Cổ phần Đầu tư Thành Đạt VN,Chi phí thuế thu nhập doanh nghiệp hoãn lại phát sinh từ việc tạm nộp 1% tiền thu từ nộp tiền mua dự án bắt động sản tại Công ty Cổ phần Đầu tư Thành Đạt VN,(109.736.060),-,-109736060.0,
,,,(109.736.060),-,-109736060.0,
