row_label_raw,row_label_full,col_0,Năm 2025,Năm 2024,numeric__Năm 2025,numeric__Năm 2024
,,,VND,VND,,
"Doanh thu bán hàng, dịch vụ","Doanh thu bán hàng, dịch vụ","Doanh thu bán hàng, dịch vụ",85.541.968.721,8.006.821.050,85541968721.0,8006821050.0
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,-,1.639.761.478,,1639761478.0
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,84.843.019.701,5.592.388.379,84843019701.0,5592388379.0
- Công ty Cổ phần Thẩm định giá Thế Kỳ,- Công ty Cổ phần Thẩm định giá Thế Kỳ,- Công ty Cổ phần Thẩm định giá Thế Kỳ,698.949.020,774.671.193,698949020.0,774671193.0
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",51.787.940.488,288.628.081.725,51787940488.0,288628081725.0
Chi phí giá vốn hàng bán,Chi phí giá vốn hàng bán,Chi phí giá vốn hàng bán,36.809.490.015,278.385.373.785,36809490015.0,278385373785.0
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,36.579.363.425,276.540.373.785,36579363425.0,276540373785.0
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,-,1.845.000.000,,1845000000.0
- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,230.126.590,-,230126590.0,
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,14.978.450.473,10.242.707.940,14978450473.0,10242707940.0
- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,9.314.163.018,10.242.707.940,9314163018.0,10242707940.0
- Công ty Cổ phần CNV Sài Gòn,- Công ty Cổ phần CNV Sài Gòn,- Công ty Cổ phần CNV Sài Gòn,5.664.287.455,-,5664287455.0,
Doanh thu hoạt động tài chính - lãi cho vay,Doanh thu hoạt động tài chính - lãi cho vay,Doanh thu hoạt động tài chính - lãi cho vay,18.527.589.440,7.018.164.384,18527589440.0,7018164384.0
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,2.409.594.519,4.982.602.740,2409594519.0,4982602740.0
- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,1.838.575.344,2.035.561.644,1838575344.0,2035561644.0
- Công ty Cổ phần Chứng khoán Vndirect,- Công ty Cổ phần Chứng khoán Vndirect,- Công ty Cổ phần Chứng khoán Vndirect,14.279.419.577,-,14279419577.0,
Thu nhập khác,Thu nhập khác,Thu nhập khác,-,45.454.545,,45454545.0
- Công ty Cổ phần Thương mại và Đầu tư Xây dựng Tây Hồ,- Công ty Cổ phần Thương mại và Đầu tư Xây dựng Tây Hồ,- Công ty Cổ phần Thương mại và Đầu tư Xây dựng Tây Hồ,-,45.454.545,,45454545.0
