row_label_raw,row_label_full,col_0,31/12/2025 > Giá gốc,31/12/2025 > Giá trị có thể thu hồi,01/01/2025 > Giá gốc,01/01/2025 > Giá trị có thể thu hồi,numeric__31/12/2025 > Giá gốc,numeric__31/12/2025 > Giá trị có thể thu hồi,numeric__01/01/2025 > Giá gốc,numeric__01/01/2025 > Giá trị có thể thu hồi
,,,VND,VND,VND,VND,,,,
+ Công ty Cổ phần CNV Sài Gòn,+ Công ty Cổ phần CNV Sài Gòn,+ Công ty Cổ phần CNV Sài Gòn,5.640.000.000,-,-,-,5640000000.0,,,
+ Công ty CP Landmark Holding,+ Công ty CP Landmark Holding,+ Công ty CP Landmark Holding,2.440.000.000,-,-,-,2440000000.0,,,
Phải thu khác dài hạn,Phải thu khác dài hạn,Phải thu khác dài hạn,-,-,31.050.000.000,7.500.000.000,,,31050000000.0,7500000000.0
+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,-,-,22.550.000.000,-,,,22550000000.0,
+ Công ty Cổ phần EMPIRE PROPERTY,+ Công ty Cổ phần EMPIRE PROPERTY,+ Công ty Cổ phần EMPIRE PROPERTY,-,-,1.000.000.000,-,,,1000000000.0,
+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,-,-,7.500.000.000,7.500.000.000,,,7500000000.0,7500000000.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,3.760.700.000,3.760.700.000,3.760.700.000,3.760.700.000,3760700000.0,3760700000.0,3760700000.0,3760700000.0
+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,3.760.700.000,3.760.700.000,3.760.700.000,3.760.700.000,3760700000.0,3760700000.0,3760700000.0,3760700000.0
,,,166.800.530.475,50.170.172.498,157.520.530.475,50.170.172.498,166800530475.0,50170172498.0,157520530475.0,50170172498.0
