row_label_raw,row_label_full,col_0,Năm 2017(VND),Từ 15/01/2016đến 31/12/2016(VND),numeric__Năm 2017(VND),numeric__Từ 15/01/2016đến 31/12/2016(VND)
Chi phí thanh lý TSCĐ,Chi phí thanh lý TSCĐ,Chi phí thanh lý TSCĐ,173.817.000,1.284.419.217,173817000.0,1284419217.0
Tiền thuê đất từ 2012-2015 (Cao Ngạn),Tiền thuê đất từ 2012-2015 (Cao Ngạn),Tiền thuê đất từ 2012-2015 (Cao Ngạn),-,5.070.096.706,,5070096706.0
Chi phí khác,Chi phí khác,Chi phí khác,2.157.115.808,7.425.859.390,2157115808.0,7425859390.0
Cộng,Cộng,Cộng,2.330.932.808,13.780.375.313,2330932808.0,13780375313.0
