row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2017,01/01/2017,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2017,numeric__01/01/2017
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,300,,17.875.844.739.193,20.126.380.337.651,300.0,,17875844739193.0,20126380337651.0
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,310,,5.712.415.826.681,4.676.219.828.237,310.0,,5712415826681.0,4676219828237.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,5.11,1.891.589.783.679,1.648.288.783.056,311.0,511.0,1891589783679.0,1648288783056.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,80.169.455,92.425.455,312.0,,80169455.0,92425455.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,5.13,39.509.528.569,25.447.644.104,313.0,513.0,39509528569.0,25447644104.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,314,,91.653.676.879,60.386.904.363,314.0,,91653676879.0,60386904363.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,5.14,483.411.066.554,293.101.469.315,315.0,514.0,483411066554.0,293101469315.0
Phải trả nội bộ ngắn hạn,Phải trả nội bộ ngắn hạn,Phải trả nội bộ ngắn hạn,316,,4.885.428.343,-,316.0,,4885428343.0,
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,5.15,20.841.583.099,49.785.256.863,319.0,515.0,20841583099.0,49785256863.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,5.12,3.152.519.302.067,2.575.736.674.483,320.0,512.0,3152519302067.0,2575736674483.0
Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,322,,27.925.288.036,23.380.670.598,322.0,,27925288036.0,23380670598.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,330,,12.163.428.912.512,15.450.160.509.414,330.0,,12163428912512.0,15450160509414.0
Phải trả người bán dài hạn,Phải trả người bán dài hạn,Phải trả người bán dài hạn,331,5.11,625.431.237.752,626.944.266.919,331.0,511.0,625431237752.0,626944266919.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,5.12,11.508.498.888.780,14.798.271.511.739,338.0,512.0,11508498888780.0,14798271511739.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,341,,29.498.785.980,24.944.730.756,341.0,,29498785980.0,24944730756.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,400,,7.194.661.074.533,6.528.047.078.273,400.0,,7194661074533.0,6528047078273.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,5.16,7.188.730.288.954,6.521.127.828.430,410.0,516.0,7188730288954.0,6521127828430.0
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,411,,6.800.000.000.000,6.800.000.000.000,411.0,,6800000000000.0,6800000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,6.800.000.000.000,6.800.000.000.000,,,6800000000000.0,6800000000000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,16.641.257,(3.621.853.512),412.0,,16641257.0,-3621853512.0
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,,(1.848.203.592),(1.848.203.592),416.0,,-1848203592.0,-1848203592.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,,17.008.644.504,16.947.671.039,418.0,,17008644504.0,16947671039.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,222.694.256.477,(451.405.772.195),421.0,,222694256477.0,-451405772195.0
- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,(451.405.772.195),(922.763.975.801),,,-451405772195.0,-922763975801.0
- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,- LNST chưa phân phối kỳ này,421b,,674.100.028.672,471.358.203.606,,,674100028672.0,471358203606.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,150.858.950.308,161.055.986.690,429.0,,150858950308.0,161055986690.0
Nguồn kinh phí và quỹ khác,Nguồn kinh phí và quỹ khác,Nguồn kinh phí và quỹ khác,430,,5.930.785.579,6.919.249.843,430.0,,5930785579.0,6919249843.0
Nguồn kinh phí hình thành TSCĐ,Nguồn kinh phí hình thành TSCĐ,Nguồn kinh phí hình thành TSCĐ,432,,5.930.785.579,6.919.249.843,432.0,,5930785579.0,6919249843.0
