row_label_raw,row_label_full,col_0,Năm 2017(VND),Từ 15/01/2016đến 31/12/2016(VND),numeric__Năm 2017(VND),numeric__Từ 15/01/2016đến 31/12/2016(VND)
Giá vốn than bán,Giá vốn than bán,Giá vốn than bán,84.300.519.901,65.062.203.753,84300519901.0,65062203753.0
Giá vốn điện,Giá vốn điện,Giá vốn điện,9.218.680.809.132,7.919.519.232.941,9218680809132.0,7919519232941.0
Giá vốn khác,Giá vốn khác,Giá vốn khác,108.402.476.597,44.780.063.713,108402476597.0,44780063713.0
Cộng,Cộng,Cộng,9.411.383.805.630,8.029.361.500.407,9411383805630.0,8029361500407.0
