row_label_raw,row_label_full,col_0,Năm 2017(VND),Từ 15/01/2016đến 31/12/2016(VND),numeric__Năm 2017(VND),numeric__Từ 15/01/2016đến 31/12/2016(VND)
Tổng doanh thu bán hàng và cung cấp DV,Tổng doanh thu bán hàng và cung cấp DV,Tổng doanh thu bán hàng và cung cấp DV,11.152.716.360.693,9.384.313.539.225,11152716360693.0,9384313539225.0
Doanh thu bán than,Doanh thu bán than,Doanh thu bán than,164.797.536.510,131.456.990.630,164797536510.0,131456990630.0
Doanh thu bán điện,Doanh thu bán điện,Doanh thu bán điện,10.871.735.989.194,9.202.022.945.515,10871735989194.0,9202022945515.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,116.182.834.989,50.833.603.080,116182834989.0,50833603080.0
