row_label_raw,row_label_full,col_0,Năm 2017(VND),Từ 15/01/2016đến 31/12/2016(VND),numeric__Năm 2017(VND),numeric__Từ 15/01/2016đến 31/12/2016(VND)
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",6.849.145.325.579,5.615.716.694.050,6849145325579.0,5615716694050.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,352.773.044.792,305.418.507.761,352773044792.0,305418507761.0
Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,Chi phí khấu hao TSCĐ,1.977.359.452.046,1.924.666.008.198,1977359452046.0,1924666008198.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,193.833.457.367,152.448.017.015,193833457367.0,152448017015.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,262.756.788.084,240.177.026.784,262756788084.0,240177026784.0
Cộng,Cộng,Cộng,9.635.868.067.868,8.238.426.253.808,9635868067868.0,8238426253808.0
