row_label_raw,row_label_full,TT,Tên đơn vị,Giá trị mua trong kỳ > Nội dung,Giá trị mua trong kỳ > Giá trị,Giá trị bán trong kỳ > Nội dung,Giá trị bán trong kỳ > Giá trị,numeric__Tên đơn vị,numeric__Giá trị mua trong kỳ > Nội dung,numeric__Giá trị mua trong kỳ > Giá trị,numeric__Giá trị bán trong kỳ > Nội dung,numeric__Giá trị bán trong kỳ > Giá trị
A,A,A,B,1,2,3,4,,1.0,2.0,3.0,4.0
33,33,33,Công ty Cổ phần cơ khí mỏ Việt Bắc,"Vật tư, Hàng hóa",1.229.155.896,,-,,,1229155896.0,,
34,34,34,Công ty Cổ phần tư vấn đầu tư Mỏ và Công nghiệp Vinacomin,"Vật tư, Hàng hóa",119.151.200,,-,,,119151200.0,,
,,,Cộng,,5.787.944.893.693,,165.880.183.251,,,5787944893693.0,,165880183251.0
